排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"953,811,764","231,173",28.95,31.25,28.90,31.00,+,2.05,31.00,31.05
2,2618,長榮航,"610,389,174","164,247",31.90,34.80,31.85,34.80,+,3.15,34.80,0.00
3,2344,華邦電,"248,093,716","88,635",34.05,36.45,34.05,35.00,+,1.15,34.95,35.00
4,00632R,元大台灣50反1,"147,153,849","7,104",5.08,5.10,5.05,5.08,-,0.01,5.07,5.08
5,2834,臺企銀,"131,789,224","21,894",11.25,11.70,11.20,11.50,+,0.30,11.50,11.55
6,2603,長榮,"106,132,635","40,128",134.00,136.50,133.00,133.50,,0.00,133.50,134.00
7,2888,新光金,"104,378,926","12,890",11.35,11.55,11.35,11.55,+,0.20,11.50,11.55
8,2313,華通,"91,357,250","43,665",47.05,49.45,47.00,47.90,+,1.20,47.90,47.95
9,2337,旺宏,"89,759,643","37,995",43.80,45.00,43.75,44.65,+,1.40,44.65,44.70
10,2883,開發金,"75,350,442","15,202",19.40,19.60,19.30,19.35,+,0.05,19.35,19.40
11,2303,聯電,"68,310,921","29,160",54.70,55.00,54.10,54.40,+,0.30,54.40,54.50
12,3481,群創,"64,865,410","103,055",16.90,17.00,16.75,16.90,+,0.10,16.90,16.95
13,8112,至上,"62,002,558","35,156",55.10,58.20,52.60,53.90,-,0.80,53.80,53.90
14,2891,中信金,"52,923,897","13,509",28.60,28.80,28.30,28.45,+,0.25,28.40,28.45
15,00715L,期街口布蘭特正2,"52,261,839","4,828",14.22,14.84,14.22,14.62,+,0.19,14.61,14.62
16,1709,和益,"51,977,115","24,220",30.30,32.30,30.15,32.15,+,1.75,32.10,32.15
17,2457,飛宏,"50,776,820","27,087",47.85,49.05,46.60,46.70,-,1.45,46.70,46.75
18,2409,友達,"46,319,770","15,356",20.55,20.65,20.45,20.60,+,0.15,20.60,20.65
19,2436,偉詮電,"44,538,514","29,630",93.50,98.20,92.40,93.00,+,1.60,93.00,93.10
20,2615,萬海,"44,169,579","30,260",183.50,189.50,182.50,183.00,-,0.50,183.00,183.50
