排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2323,中環,"188,785,627","42,329",12.40,13.30,12.20,12.80,+,0.70,12.80,12.85
2,2409,友達,"123,334,324","28,649",22.15,22.90,22.10,22.35,+,0.60,22.35,22.40
3,00632R,元大台灣50反1,"122,705,443","4,769",5.12,5.14,5.09,5.09,-,0.02,5.09,5.10
4,2610,華航,"114,476,745","28,981",24.40,25.15,24.10,25.00,+,0.50,24.95,25.00
5,2883,開發金,"108,533,723","29,205",18.85,18.90,18.50,18.75,-,0.10,18.70,18.75
6,3481,群創,"105,780,179","21,509",18.60,19.10,18.55,18.80,+,0.40,18.75,18.80
7,2888,新光金,"94,612,785","15,066",11.50,11.60,11.30,11.50,-,0.05,11.50,11.55
8,1316,上曜,"88,955,438","32,897",26.85,27.75,25.30,25.80,-,0.85,25.75,25.80
9,3714,富采,"77,621,616","42,556",96.80,97.70,93.40,96.50,+,0.60,96.40,96.50
10,2603,長榮,"71,313,774","31,421",122.50,125.00,121.00,124.00,+,1.50,123.50,124.00
11,00637L,元大滬深300正2,"69,952,807","11,390",20.57,21.49,20.48,21.29,+,0.85,21.28,21.29
12,2303,聯電,"62,252,029","24,116",62.90,63.80,62.50,63.50,+,0.70,63.50,63.60
13,6116,彩晶,"53,350,177","15,795",16.85,17.75,16.80,17.40,+,0.65,17.35,17.40
14,2330,台積電,"48,996,473","39,346",650.00,657.00,646.00,651.00,-,3.00,651.00,652.00
15,2891,中信金,"43,840,933","16,363",27.60,27.80,27.30,27.70,-,0.10,27.65,27.70
16,2393,億光,"40,160,220","23,682",59.10,60.00,56.30,56.30,-,0.70,56.30,56.40
17,8104,錸寶,"39,930,719","23,667",86.10,88.30,83.10,83.10,-,0.90,83.10,83.20
18,3231,緯創,"39,780,708","18,983",31.00,31.50,30.90,31.50,+,0.55,31.45,31.50
19,3017,奇鋐,"39,745,347","27,357",96.00,99.60,93.40,98.00,+,2.30,98.00,98.10
20,2618,長榮航,"38,468,310","12,010",25.00,25.50,24.70,25.30,+,0.20,25.30,25.35
