排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"256,812,134","63,337",16.70,16.85,16.25,16.70,+,0.45,16.65,16.70
2,2409,友達,"252,057,667","50,427",19.20,19.60,18.85,19.20,+,0.05,19.15,19.20
3,2303,聯電,"229,397,821","98,833",59.50,59.50,58.00,58.00,-,1.80,58.00,58.10
4,2603,長榮,"226,595,728","102,435",94.80,101.50,94.60,99.50,+,6.30,99.50,99.60
5,2609,陽明,"149,098,994","71,309",92.00,98.30,91.50,96.50,+,5.90,96.40,96.50
6,3037,欣興,"98,455,838","62,491",179.50,191.00,176.50,190.00,+,11.50,189.50,190.00
7,6282,康舒,"91,539,682","42,000",32.85,35.20,32.35,34.60,+,2.40,34.60,34.65
8,3035,智原,"89,282,534","54,562",215.50,215.50,198.00,201.00,+,4.50,201.00,201.50
9,2610,華航,"78,117,730","16,030",17.00,17.35,16.55,17.20,+,0.25,17.20,17.25
10,2340,光磊,"69,953,239","33,908",44.00,45.20,41.30,42.90,-,0.40,42.85,42.90
11,00632R,元大台灣50反1,"66,638,932","2,713",5.52,5.58,5.52,5.56,+,0.04,5.55,5.56
12,3062,建漢,"65,898,450","27,215",25.65,27.10,25.60,26.45,+,0.90,26.40,26.45
13,8215,明基材,"61,709,243","28,599",36.45,39.45,35.90,39.35,+,3.45,39.30,39.35
14,2481,強茂,"60,429,644","40,073",109.50,116.50,109.00,112.50,+,5.00,112.50,113.00
15,2371,大同,"53,450,291","18,564",34.90,35.40,34.40,34.40,-,0.30,34.40,34.45
16,2888,新光金,"52,467,748","42,849",9.86,9.87,9.75,9.81,-,0.06,9.80,9.81
17,2615,萬海,"50,007,512","28,373",156.50,163.00,155.00,160.00,+,6.50,159.50,160.00
18,2881,富邦金,"45,596,696","33,197",73.50,73.80,73.20,73.60,-,0.90,73.60,73.70
19,2388,威盛,"44,599,916","22,306",56.80,62.10,56.60,62.10,+,5.60,62.10,0.00
20,3189,景碩,"39,140,995","29,697",246.50,252.00,239.50,244.00,-,2.50,244.00,245.00
