排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"371,885,112","154,978",67.10,67.90,65.10,65.80,-,2.40,65.80,65.90
2,2603,長榮,"184,893,499","76,681",127.00,128.50,124.50,126.00,-,2.00,126.00,126.50
3,00632R,元大台灣50反1,"165,774,432","9,312",5.47,5.54,5.46,5.51,+,0.05,5.51,5.52
4,2002,中鋼,"144,905,602","48,864",38.50,39.20,37.35,37.60,-,0.90,37.60,37.65
5,2609,陽明,"128,898,874","55,137",120.50,122.50,117.50,122.00,+,1.50,121.50,122.00
6,3481,群創,"103,110,250","21,463",16.65,16.70,16.35,16.45,-,0.35,16.45,16.50
7,2409,友達,"96,403,265","21,683",17.30,17.55,17.05,17.50,-,0.10,17.45,17.50
8,2834,臺企銀,"81,454,649","12,400",9.47,9.53,9.44,9.44,X,0.00,9.44,9.45
9,4919,新唐,"76,928,349","44,582",132.50,136.50,128.00,130.50,-,8.00,130.50,131.00
10,2615,萬海,"75,118,409","42,818",209.00,218.50,208.00,213.00,+,3.50,213.00,213.50
11,5608,四維航,"53,732,426","26,715",58.10,60.30,56.70,60.30,+,2.70,60.20,60.30
12,2340,光磊,"53,524,660","19,058",34.25,36.15,33.85,35.80,+,1.30,35.80,35.85
13,2887,台新金,"53,475,000","22,707",18.15,18.15,17.70,17.85,-,0.25,17.80,17.85
14,2363,矽統,"52,099,626","22,129",27.75,28.50,27.00,27.05,-,1.35,27.05,27.10
15,2344,華邦電,"51,909,768","22,063",30.20,30.20,28.70,28.85,-,1.30,28.80,28.85
16,9103,美德醫療-DR,"49,925,941","16,880",19.80,20.35,19.30,20.35,+,1.85,20.35,0.00
17,00637L,元大滬深300正2,"44,229,119","7,206",21.48,21.63,20.96,21.04,-,0.31,21.04,21.05
18,2337,旺宏,"43,909,003","18,036",40.65,40.80,38.85,38.90,X,0.00,38.90,38.95
19,3037,欣興,"41,651,289","23,817",146.50,147.00,138.50,143.00,-,5.50,142.50,143.00
20,2883,開發金,"41,581,373","9,171",13.85,13.90,13.70,13.75,-,0.10,13.70,13.75
