排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"151,865,453","7,946",5.72,5.73,5.69,5.73,+,0.06,5.72,5.73
2,3481,群創,"100,774,250","20,849",12.25,12.30,11.80,11.85,-,0.50,11.85,11.90
3,2409,友達,"96,785,104","26,039",16.80,16.80,15.75,16.00,-,0.95,15.95,16.00
4,00878,國泰永續高股息,"88,847,949","47,000",17.14,17.14,17.03,17.03,-,0.14,17.02,17.03
5,00637L,元大滬深300正2,"64,906,658","9,419",17.11,17.31,16.81,16.97,-,0.28,16.97,16.98
6,2303,聯電,"61,137,073","25,856",40.95,41.25,40.80,40.80,-,1.05,40.80,40.85
7,2887,台新金,"56,686,971","13,223",17.40,17.45,17.30,17.35,-,0.10,17.35,17.40
8,00673R,期元大S&P原油反1,"45,684,819","4,004",8.42,8.44,8.38,8.41,-,0.14,8.41,8.42
9,058461,臺股指元大1B購10,"45,199,000",252,0.02,0.02,0.02,0.02,-,0.01,0.01,0.02
10,2498,宏達電,"42,870,884","19,253",60.00,61.40,59.70,60.20,-,0.80,60.20,60.30
11,1734,杏輝,"41,190,732","20,809",35.90,36.20,32.10,33.10,-,1.25,33.05,33.10
12,3037,欣興,"40,641,865","29,114",160.50,161.50,154.00,154.50,-,9.00,154.50,155.00
13,2603,長榮,"38,968,212","19,924",94.60,96.10,94.50,95.10,+,0.10,95.10,95.20
14,0056,元大高股息,"38,898,079","23,055",29.07,29.09,28.90,28.93,-,0.32,28.93,28.94
15,1708,東鹼,"38,745,053","21,721",49.10,52.30,48.85,50.70,+,2.20,50.70,50.80
16,2618,長榮航,"38,102,782","7,299",31.80,32.15,31.70,31.80,-,0.20,31.80,31.85
17,2891,中信金,"34,792,109","13,777",24.20,24.30,23.80,23.80,-,0.55,23.80,23.85
18,00900,富邦特選高股息30,"34,675,645","14,846",10.95,10.96,10.90,10.90,-,0.09,10.90,10.91
19,3047,訊舟,"33,678,047","12,539",17.85,18.70,17.85,18.10,-,0.25,18.10,18.15
20,1605,華新,"33,448,967","13,131",37.30,38.00,37.10,37.40,-,0.40,37.40,37.45
