排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"224,225,536","10,074",6.51,6.58,6.49,6.53,+,0.01,6.52,6.53
2,00637L,元大滬深300正2,"95,777,720","12,364",15.14,15.18,14.41,14.59,-,0.46,14.59,14.60
3,3481,群創,"90,097,886","22,283",11.35,11.50,10.85,11.50,+,0.05,11.45,11.50
4,2303,聯電,"84,253,260","28,910",35.20,36.75,35.15,36.70,+,1.30,36.65,36.70
5,2409,友達,"77,189,770","23,430",16.45,16.55,15.30,16.45,,0.00,16.35,16.45
6,0056,元大高股息,"73,354,089","35,252",25.83,25.91,25.62,25.82,-,0.03,25.81,25.82
7,2330,台積電,"64,138,351","114,055",397.00,400.00,395.50,397.50,-,4.00,397.50,398.00
8,1101,台泥,"59,046,765","6,510",33.75,34.00,33.60,33.75,-,0.05,33.70,33.75
9,2603,長榮,"58,867,494","28,819",155.50,156.00,147.00,147.00,-,9.00,147.00,147.50
10,2312,金寶,"56,424,090","14,909",13.80,14.60,13.70,14.40,+,1.05,14.40,14.45
11,2609,陽明,"53,174,041","25,060",63.90,64.30,60.80,61.60,-,2.10,61.60,61.70
12,00878,國泰永續高股息,"49,560,827","25,271",15.79,15.91,15.72,15.86,+,0.08,15.85,15.86
13,2618,長榮航,"48,106,551","18,396",28.60,28.60,27.65,27.90,-,0.20,27.90,27.95
14,2610,華航,"48,049,814","14,420",19.70,19.85,19.30,19.35,-,0.15,19.35,19.40
15,2388,威盛,"43,289,220","22,468",66.00,68.30,64.70,64.70,-,7.10,0.00,64.70
16,00673R,期元大S&P原油反1,"40,745,920","3,713",8.38,8.43,8.35,8.40,+,0.14,8.39,8.40
17,3035,智原,"39,558,505","21,915",127.50,128.00,118.50,122.00,-,5.00,122.00,122.50
18,2317,鴻海,"39,428,854","14,435",104.00,104.50,102.50,103.00,-,1.00,103.00,103.50
19,2498,宏達電,"39,041,428","17,363",51.60,53.00,50.30,53.00,+,1.40,52.90,53.00
20,2834,臺企銀,"33,191,745","9,361",12.65,12.80,12.60,12.75,+,0.10,12.70,12.75
