排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"498,550,706","108,433",29.00,29.75,28.80,29.35,+,0.85,29.35,29.40
2,2618,長榮航,"482,120,561","119,645",29.20,30.30,29.00,30.10,+,1.45,30.05,30.10
3,2409,友達,"302,837,303","68,591",22.30,23.05,22.10,22.20,+,0.30,22.20,22.25
4,2303,聯電,"284,846,501","129,156",65.10,65.70,64.00,64.00,-,2.50,64.00,64.10
5,3481,群創,"280,715,381","56,780",19.15,19.60,18.95,19.05,+,0.20,19.05,19.10
6,2603,長榮,"130,527,727","55,752",145.50,146.50,142.00,146.00,+,2.50,145.50,146.00
7,00637L,元大滬深300正2,"98,341,593","15,427",23.01,24.27,23.00,24.11,+,1.37,24.10,24.11
8,6443,元晶,"91,856,055","43,887",41.45,42.90,40.90,41.20,+,0.35,41.20,41.25
9,2498,宏達電,"84,492,677","44,483",82.10,84.60,80.10,81.30,,0.00,81.20,81.30
10,2371,大同,"82,492,912","27,607",32.40,33.55,32.40,32.85,-,1.05,32.80,32.85
11,2609,陽明,"69,770,018","31,210",129.00,129.50,125.50,128.50,+,1.50,128.50,129.00
12,2615,萬海,"68,974,342","42,946",202.00,208.00,196.00,208.00,+,11.00,207.50,208.00
13,6116,彩晶,"62,930,930","17,229",16.65,16.90,16.40,16.45,+,0.05,16.45,16.50
14,2406,國碩,"58,640,035","23,000",25.80,28.35,25.80,27.65,+,1.70,27.65,27.70
15,00715L,期街口布蘭特正2,"57,353,100","5,998",9.63,9.86,9.63,9.82,+,0.31,9.81,9.82
16,00632R,元大台灣50反1,"48,940,740","2,781",5.25,5.28,5.23,5.25,-,0.01,5.25,5.26
17,3017,奇鋐,"46,937,949","30,467",90.80,96.40,88.40,88.70,-,0.60,88.70,88.80
18,2883,開發金,"44,496,733","10,082",16.50,16.65,16.50,16.65,+,0.15,16.60,16.65
19,2888,新光金,"44,211,521","8,436",10.80,10.90,10.75,10.85,+,0.05,10.80,10.85
20,2405,浩鑫,"38,625,174","9,822",14.55,15.45,14.20,15.45,+,1.40,15.45,0.00
