排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"254,487,348","65,866",26.60,27.15,26.45,27.00,+,0.80,27.00,27.05
2,2618,長榮航,"245,624,664","66,520",27.95,28.80,27.85,28.40,+,1.05,28.35,28.40
3,3481,群創,"146,501,671","30,692",17.65,18.00,17.55,17.80,+,0.60,17.75,17.80
4,2409,友達,"144,371,048","33,738",21.30,21.85,21.15,21.70,+,1.00,21.65,21.70
5,00632R,元大台灣50反1,"131,922,229","5,814",5.14,5.15,5.11,5.13,-,0.03,5.12,5.13
6,2603,長榮,"116,746,110","64,484",131.50,133.00,128.00,129.00,,0.00,129.00,129.50
7,2303,聯電,"104,595,015","45,738",56.30,56.80,55.70,56.00,+,0.60,56.00,56.10
8,3714,富采,"90,910,469","51,208",95.60,104.00,94.60,103.50,+,8.70,103.00,103.50
9,2883,開發金,"69,924,129","19,016",19.30,19.50,19.15,19.30,+,0.05,19.30,19.35
10,3035,智原,"65,294,768","46,316",227.00,241.00,224.00,236.50,+,12.50,236.50,237.00
11,2888,新光金,"63,814,849","10,035",11.45,11.50,11.35,11.40,,0.00,11.40,11.45
12,2609,陽明,"62,258,473","32,762",114.00,115.50,111.00,112.00,-,0.50,111.50,112.00
13,00637L,元大滬深300正2,"59,238,274","10,229",19.80,20.28,19.75,20.26,+,0.88,20.25,20.26
14,6116,彩晶,"59,168,064","16,455",17.10,17.90,17.05,17.70,+,0.85,17.65,17.70
15,2344,華邦電,"54,113,431","18,797",32.30,32.70,32.10,32.55,+,0.70,32.50,32.55
16,2891,中信金,"53,061,496","16,764",28.70,29.10,28.60,28.90,+,0.20,28.85,28.90
17,2498,宏達電,"51,953,228","24,104",66.40,70.70,66.40,67.90,+,1.00,67.90,68.00
18,3059,華晶科,"51,683,356","27,503",48.75,51.70,48.40,51.70,+,2.70,51.60,51.70
19,2323,中環,"51,350,636","11,635",11.05,11.70,11.05,11.35,+,0.40,11.35,11.40
20,3037,欣興,"44,888,729","33,905",209.00,222.00,208.50,221.50,+,16.00,221.00,221.50
