排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"248,349,263","53,028",25.70,26.90,25.50,26.55,+,0.75,26.50,26.55
2,2603,長榮,"242,316,052","104,315",136.50,142.00,136.00,141.00,+,7.50,141.00,141.50
3,3481,群創,"138,978,733","29,515",18.05,18.40,17.95,18.20,+,0.20,18.15,18.20
4,2303,聯電,"135,275,019","56,049",68.20,68.20,66.70,67.30,-,1.00,67.30,67.40
5,2618,長榮航,"133,736,107","34,992",25.05,26.40,25.05,26.20,+,1.05,26.15,26.20
6,6443,元晶,"125,135,768","57,757",39.20,41.60,38.65,41.20,+,3.20,41.20,41.25
7,2609,陽明,"124,412,153","54,974",122.50,128.00,122.50,125.50,+,4.50,125.50,126.00
8,2498,宏達電,"83,684,342","44,456",84.60,86.60,83.80,86.10,+,0.90,86.00,86.10
9,6770,力積電,"79,437,560","47,955",78.00,78.90,72.10,75.90,X,0.00,75.80,75.90
10,2615,萬海,"72,990,564","41,471",168.00,179.00,167.00,176.50,+,12.00,176.00,176.50
11,00632R,元大台灣50反1,"70,984,941","2,464",5.33,5.36,5.29,5.30,,0.00,5.30,5.31
12,2409,友達,"65,835,076","15,268",20.85,21.20,20.65,21.10,+,0.25,21.05,21.10
13,2888,新光金,"58,969,501","8,660",10.55,10.65,10.45,10.60,+,0.05,10.60,10.65
14,2353,宏碁,"57,993,636","24,152",30.20,30.20,29.30,29.75,-,0.40,29.75,29.80
15,2883,開發金,"57,138,986","12,137",16.35,16.55,16.20,16.45,+,0.10,16.45,16.50
16,00637L,元大滬深300正2,"54,291,319","8,621",21.41,22.25,21.41,22.10,+,0.67,22.09,22.10
17,2338,光罩,"52,105,147","24,597",109.50,111.00,107.50,109.50,,0.00,109.50,110.00
18,2344,華邦電,"49,151,117","22,709",32.30,32.30,31.50,31.90,-,0.70,31.90,31.95
19,00715L,期街口布蘭特正2,"47,084,792","4,723",8.67,8.74,8.56,8.62,+,0.09,8.62,8.63
20,1611,中電,"42,002,493","15,666",17.10,18.70,17.00,18.10,+,1.10,18.10,18.15
