排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"669,467,351","248,926",119.00,120.50,105.00,110.50,-,6.00,110.00,110.50
2,3481,群創,"572,790,863","125,578",23.70,24.35,23.00,23.60,+,0.45,23.60,23.65
3,2609,陽明,"526,517,403","203,654",117.50,118.00,104.00,107.00,-,8.50,107.00,107.50
4,2409,友達,"514,111,837","118,202",25.10,26.00,24.50,25.30,+,0.90,25.25,25.30
5,2610,華航,"447,258,524","115,570",20.75,20.75,18.60,18.85,-,1.65,18.85,18.90
6,6116,彩晶,"401,439,945","104,497",25.10,25.90,23.85,24.20,-,0.40,24.20,24.25
7,2618,長榮航,"310,022,366","84,210",21.95,22.00,19.90,20.35,-,1.15,20.35,20.40
8,1905,華紙,"197,980,364","54,125",28.00,29.95,27.80,29.95,+,2.70,29.95,0.00
9,00632R,元大台灣50反1,"190,793,419","9,852",5.73,5.88,5.72,5.74,-,0.01,5.74,5.75
10,2002,中鋼,"186,879,281","61,694",38.40,38.55,36.20,37.30,-,0.75,37.30,37.35
11,2303,聯電,"183,701,585","66,241",53.50,53.60,51.50,52.30,-,0.70,52.30,52.40
12,2329,華泰,"120,437,131","31,204",19.35,20.70,18.85,19.10,+,0.25,19.10,19.15
13,3037,欣興,"105,633,761","56,084",120.00,129.00,115.00,127.50,+,10.00,127.00,127.50
14,1907,永豐餘,"102,175,419","36,285",47.40,50.60,47.15,50.60,+,4.55,50.60,0.00
15,1909,榮成,"98,589,543","38,413",26.00,27.65,25.55,26.75,+,1.30,26.75,26.80
16,1802,台玻,"98,386,701","40,383",37.20,38.00,33.35,35.50,-,1.25,35.50,35.55
17,1714,和桐,"97,753,887","22,511",12.80,13.50,12.40,13.50,+,1.20,13.50,0.00
18,1440,南紡,"91,012,829","34,496",30.20,31.45,28.80,29.75,+,0.15,29.75,29.80
19,1314,中石化,"75,890,143","15,941",14.20,14.30,13.65,14.05,+,0.10,14.00,14.05
20,00637L,元大滬深300正2,"75,114,031","15,040",29.29,29.30,28.35,28.51,-,0.96,28.51,28.52
