排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"421,923,458","20,621",6.00,6.21,6.00,6.20,+,0.20,6.19,6.20
2,2603,長榮,"187,282,562","92,702",85.40,86.70,79.70,79.80,-,4.80,79.80,79.90
3,2618,長榮航,"155,571,173","50,239",31.65,31.65,29.70,29.75,-,1.90,29.75,29.80
4,2303,聯電,"136,580,082","50,875",39.15,39.90,38.05,38.05,-,1.10,38.05,38.10
5,2498,宏達電,"128,613,756","62,965",50.40,52.80,48.60,50.20,+,1.30,50.10,50.20
6,3481,群創,"118,570,591","21,916",12.10,12.35,11.45,11.60,-,0.50,11.55,11.60
7,2609,陽明,"93,608,642","59,840",82.80,83.80,77.80,77.80,-,4.50,77.70,77.80
8,00878,國泰永續高股息,"89,260,485","46,818",16.67,16.68,16.39,16.39,-,0.27,16.39,16.40
9,2883,開發金,"88,654,691","20,942",14.70,14.70,14.25,14.30,-,0.40,14.30,14.35
10,2610,華航,"83,704,325","30,439",23.65,23.70,22.00,22.00,-,1.50,22.00,22.05
11,2409,友達,"81,127,646","20,576",16.30,16.40,15.05,15.05,-,1.25,15.05,15.10
12,2891,中信金,"77,389,173","17,330",25.00,25.10,24.30,24.60,-,0.50,24.60,24.65
13,0056,元大高股息,"74,307,501","49,542",27.50,27.55,26.77,26.81,-,0.75,26.81,26.82
14,2888,新光金,"73,142,306","15,541",8.75,8.78,8.48,8.50,-,0.26,8.50,8.51
15,2330,台積電,"72,597,018","172,267",471.50,474.00,452.50,453.50,-,22.50,453.50,454.00
16,00637L,元大滬深300正2,"70,661,361","11,635",20.45,20.45,19.80,19.91,-,0.50,19.91,19.92
17,2317,鴻海,"63,133,602","32,535",108.50,109.00,105.50,106.00,-,3.00,106.00,106.50
18,1513,中興電,"58,878,264","31,017",57.30,57.30,52.70,55.50,+,0.40,55.40,55.50
19,2344,華邦電,"57,741,993","18,645",21.40,21.90,19.90,20.05,-,1.65,20.05,20.10
20,00673R,期元大S&P原油反1,"55,882,833","5,064",7.60,7.73,7.60,7.70,+,0.21,7.70,7.71
