排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"710,048,509","297,560",85.30,91.40,83.30,86.40,+,1.70,86.40,86.50
2,2609,陽明,"636,015,199","261,799",92.00,99.30,89.30,93.10,+,1.30,93.10,93.20
3,3481,群創,"498,354,975","101,818",20.20,22.15,20.00,21.80,+,1.10,21.75,21.80
4,2409,友達,"311,184,896","70,465",21.40,22.90,20.90,22.60,+,0.90,22.55,22.60
5,2014,中鴻,"281,447,417","113,378",45.00,48.30,43.50,45.05,-,1.10,45.05,45.10
6,6116,彩晶,"266,015,960","67,462",18.75,20.35,18.20,19.70,+,0.50,19.70,19.75
7,2002,中鋼,"241,239,189","74,390",35.40,36.50,35.10,35.50,-,0.70,35.45,35.50
8,00632R,元大台灣50反1,"212,632,559","9,694",6.10,6.11,6.01,6.02,-,0.03,6.02,6.03
9,2303,聯電,"160,119,346","53,979",46.60,49.00,46.35,48.70,+,1.75,48.65,48.70
10,2615,萬海,"128,697,005","55,936",117.00,125.00,116.00,125.00,+,11.00,125.00,0.00
11,1440,南紡,"112,158,583","31,117",26.05,28.40,25.50,28.40,+,2.55,28.40,0.00
12,2637,慧洋-KY,"105,990,713","51,881",68.10,74.40,66.50,70.00,+,2.30,69.90,70.00
13,2610,華航,"103,588,372","20,744",15.10,15.80,14.95,15.35,-,0.05,15.35,15.40
14,1455,集盛,"96,286,197","25,196",23.85,26.10,23.05,26.10,+,2.35,26.10,0.00
15,1314,中石化,"96,089,882","16,189",12.15,12.75,12.10,12.40,+,0.20,12.40,12.45
16,2344,華邦電,"76,245,145","26,701",28.80,30.00,28.40,29.90,+,1.00,29.90,29.95
17,3545,敦泰,"75,222,141","40,510",172.00,193.50,170.00,190.00,+,14.00,189.50,190.00
18,2605,新興,"73,867,970","26,231",25.00,27.60,24.15,26.75,+,1.65,26.75,26.80
19,1802,台玻,"71,641,232","30,694",29.00,31.20,28.95,29.55,-,0.10,29.55,29.60
20,2009,第一銅,"56,966,980","30,044",58.50,62.30,57.40,59.60,-,0.90,59.50,59.60
