排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"224,638,879","80,289",59.40,60.60,59.20,60.00,+,1.60,59.90,60.00
2,3481,群創,"222,493,747","45,736",17.05,17.55,17.00,17.15,+,0.15,17.10,17.15
3,2603,長榮,"201,656,434","93,272",141.00,145.50,138.50,144.00,+,4.00,144.00,144.50
4,4919,新唐,"174,982,886","102,407",165.00,172.00,152.00,158.50,-,5.00,158.00,158.50
5,2409,友達,"159,735,305","35,659",17.90,18.35,17.75,18.00,+,0.20,18.00,18.05
6,2888,新光金,"151,556,348","21,523",9.02,9.10,9.01,9.09,-,0.02,9.08,9.09
7,00632R,元大台灣50反1,"143,268,796","7,563",5.66,5.67,5.61,5.62,-,0.06,5.61,5.62
8,2609,陽明,"130,787,471","63,381",135.50,139.50,132.50,138.50,+,4.00,138.50,139.00
9,2615,萬海,"127,969,894","73,055",247.00,267.00,242.00,262.00,+,18.00,262.00,262.50
10,2605,新興,"97,277,514","45,461",42.30,43.45,41.00,43.10,-,0.15,43.05,43.10
11,5608,四維航,"90,776,193","48,569",62.80,67.00,61.60,65.70,+,1.90,65.70,65.80
12,2612,中航,"67,622,610","33,928",86.00,87.90,81.60,83.90,-,5.30,83.80,83.90
13,6116,彩晶,"62,206,148","18,001",16.25,17.00,16.10,16.50,+,0.30,16.50,16.55
14,2883,開發金,"59,497,370","10,765",13.40,13.65,13.35,13.65,+,0.25,13.60,13.65
15,2481,強茂,"53,030,171","33,614",109.50,117.50,109.00,113.00,+,5.50,113.00,113.50
16,00715L,期街口布蘭特正2,"49,632,912","4,141",8.05,8.07,7.95,8.02,+,0.27,8.01,8.02
17,2637,慧洋-KY,"48,663,791","27,043",88.50,91.40,86.80,91.00,+,4.00,90.90,91.00
18,2371,大同,"48,306,682","12,087",28.30,28.70,28.05,28.25,-,0.10,28.25,28.30
19,2342,茂矽,"45,370,899","22,641",45.80,49.95,45.50,48.35,+,2.90,48.30,48.40
20,2606,裕民,"42,844,333","21,817",73.20,74.20,71.30,74.00,+,1.20,73.90,74.00
