排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"127,080,046","48,605",33.55,33.90,32.85,32.85,-,1.30,32.85,32.90
2,00632R,元大台灣50反1,"104,409,272","5,150",5.53,5.55,5.50,5.52,+,0.06,5.51,5.52
3,00637L,元大滬深300正2,"95,061,501","11,617",16.86,17.36,16.75,17.36,+,0.22,17.36,17.37
4,2368,金像電,"84,120,812","42,955",83.90,92.90,83.50,92.90,+,8.40,92.90,0.00
5,2610,華航,"76,680,617","25,943",26.40,26.60,25.85,25.95,-,0.70,25.95,26.00
6,2888,新光金,"63,859,530","14,956",9.35,9.38,9.29,9.38,-,0.23,9.37,9.38
7,3481,群創,"61,637,874","11,740",14.05,14.10,13.85,13.90,-,0.30,13.90,13.95
8,1605,華新,"59,381,784","24,298",43.30,43.65,42.60,43.15,-,0.85,43.15,43.20
9,2603,長榮,"55,948,195","28,276",138.50,140.00,137.00,139.00,-,1.00,139.00,139.50
10,1522,堤維西,"46,591,256","23,015",28.00,30.95,28.00,30.70,+,2.50,30.70,30.75
11,00673R,期元大S&P原油反1,"46,510,387","4,092",7.21,7.35,7.17,7.34,+,0.18,7.33,7.34
12,2609,陽明,"45,264,485","22,413",125.00,127.00,124.50,126.00,-,0.50,126.00,126.50
13,2891,中信金,"44,983,133","11,117",25.40,26.10,25.35,26.00,+,0.15,25.95,26.00
14,1560,中砂,"44,472,512","26,802",163.00,169.50,161.50,168.50,+,4.00,168.00,168.50
15,2303,聯電,"42,867,342","15,905",51.00,51.70,50.80,51.20,-,0.60,51.20,51.30
16,1611,中電,"38,057,392","16,744",19.85,20.70,19.60,20.50,+,0.50,20.50,20.55
17,6235,華孚,"33,473,961","18,912",42.30,44.50,42.10,44.30,+,2.00,44.25,44.30
18,00878,國泰永續高股息,"32,743,046","19,328",17.58,17.66,17.52,17.61,-,0.09,17.61,17.62
19,2637,慧洋-KY,"27,865,579","16,727",91.80,92.90,88.90,91.00,-,2.10,91.00,91.10
20,2409,友達,"27,055,237","6,199",17.95,17.95,17.70,17.75,-,0.30,17.75,17.80
