排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"205,806,429","96,443",133.50,134.50,123.00,123.50,-,8.50,123.50,124.00
2,1711,永光,"187,794,066","57,129",23.00,24.85,22.60,24.85,+,2.25,24.85,0.00
3,2303,聯電,"157,499,816","68,454",67.00,67.30,65.60,66.00,-,0.80,66.00,66.10
4,2002,中鋼,"152,552,433","47,548",40.10,40.35,39.35,39.85,-,0.20,39.80,39.85
5,2883,開發金,"102,480,347","18,418",14.15,14.35,14.05,14.30,+,0.20,14.25,14.30
6,2609,陽明,"95,802,190","45,923",126.00,126.50,117.00,117.50,-,7.00,117.50,118.00
7,00632R,元大台灣50反1,"77,455,532","2,900",5.43,5.46,5.42,5.44,-,0.02,5.44,5.45
8,3481,群創,"72,194,757","18,054",17.00,17.10,16.50,16.60,-,0.30,16.60,16.65
9,2614,東森,"67,379,990","37,250",39.00,41.00,38.10,39.00,+,0.75,38.95,39.00
10,3035,智原,"62,551,677","34,465",110.00,115.50,106.50,115.00,+,6.00,114.50,115.00
11,4919,新唐,"62,472,665","35,662",129.50,131.00,121.00,121.50,-,7.50,121.50,122.00
12,2358,廷鑫,"62,052,021","24,741",27.60,28.50,26.50,28.50,+,2.55,28.50,0.00
13,2615,萬海,"57,101,686","33,908",215.00,215.00,200.50,201.50,-,8.50,201.00,201.50
14,3033,威健,"57,030,041","25,294",28.10,28.90,27.30,28.65,+,1.00,28.60,28.65
15,1101,台泥,"52,514,826","22,808",51.10,52.00,50.70,51.40,+,1.30,51.40,51.50
16,2409,友達,"52,087,384","12,185",18.10,18.15,17.60,17.65,-,0.30,17.65,17.70
17,1727,中華化,"47,408,124","20,382",30.00,31.75,29.30,31.75,+,2.85,31.75,0.00
18,5608,四維航,"43,106,378","22,715",63.80,64.20,58.50,59.10,-,2.40,59.10,59.20
19,2888,新光金,"41,656,932","6,312",9.52,9.53,9.46,9.50,+,0.01,9.50,9.51
20,2013,中鋼構,"37,530,076","21,948",79.00,81.70,69.80,71.60,-,5.80,71.50,71.60
