排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"682,947,575","137,366",22.30,23.20,22.00,22.25,+,0.45,22.25,22.30
2,2603,長榮,"650,675,005","271,132",89.50,90.50,78.00,82.40,-,4.00,82.40,82.50
3,2609,陽明,"592,190,809","245,905",96.90,98.20,84.00,91.00,-,2.10,90.90,91.00
4,2409,友達,"447,619,546","92,610",23.15,23.90,22.80,22.85,+,0.25,22.85,22.90
5,2303,聯電,"385,084,250","128,888",50.20,53.00,49.90,51.90,+,3.20,51.80,51.90
6,00632R,元大台灣50反1,"321,290,894","16,919",5.98,6.00,5.92,5.92,-,0.10,5.92,5.93
7,6116,彩晶,"318,698,876","74,139",20.15,21.65,20.00,20.80,+,1.10,20.75,20.80
8,2002,中鋼,"252,319,196","87,450",35.85,36.10,34.20,34.45,-,1.05,34.45,34.50
9,2344,華邦電,"241,006,416","72,359",30.55,32.85,30.20,31.90,+,2.00,31.90,31.95
10,1455,集盛,"214,146,575","63,020",28.70,28.70,23.85,24.60,-,1.50,24.60,24.65
11,1440,南紡,"183,971,969","66,432",29.80,31.20,27.00,28.05,-,0.35,28.00,28.05
12,2615,萬海,"167,451,509","78,999",132.50,135.50,112.50,116.50,-,8.50,116.00,116.50
13,2014,中鴻,"154,990,059","61,510",46.00,46.80,42.80,44.00,-,1.05,43.95,44.00
14,1314,中石化,"148,780,185","28,011",12.55,13.25,12.55,12.85,+,0.45,12.85,12.90
15,00677U,期富邦VIX,"131,636,152","2,928",1.61,1.62,1.60,1.60,-,0.08,1.60,1.61
16,00637L,元大滬深300正2,"111,136,941","18,268",27.12,28.93,27.12,28.93,+,2.02,28.92,28.93
17,3545,敦泰,"94,226,679","62,353",194.00,208.00,193.50,199.50,+,9.50,199.50,200.00
18,2606,裕民,"87,949,936","42,190",59.70,60.80,52.00,57.50,+,1.60,57.40,57.50
19,5608,四維航,"85,023,128","37,119",35.20,36.40,30.20,33.00,-,0.25,32.95,33.00
20,00715L,期街口布蘭特正2,"83,148,006","5,678",7.45,7.51,7.43,7.46,+,0.32,7.45,7.46
