排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"251,728,456","67,616",28.95,29.30,28.15,28.85,+,0.45,28.85,28.90
2,2610,華航,"219,199,175","53,979",27.20,27.55,26.70,26.95,-,0.05,26.95,27.00
3,00632R,元大台灣50反1,"161,028,000","8,777",5.11,5.13,5.08,5.08,-,0.05,5.07,5.08
4,2303,聯電,"114,341,052","46,148",57.00,57.00,55.10,55.80,-,0.20,55.80,55.90
5,2603,長榮,"111,847,726","50,189",131.50,133.00,128.50,132.00,+,3.00,131.50,132.00
6,2344,華邦電,"91,719,640","30,932",32.70,33.50,32.70,33.30,+,0.75,33.30,33.35
7,2409,友達,"90,503,174","22,170",21.85,22.00,21.50,21.90,+,0.20,21.85,21.90
8,9105,泰金寶-DR,"85,193,781","8,009",5.26,5.26,4.67,4.69,-,0.10,4.69,4.70
9,3481,群創,"84,135,232","20,704",17.90,18.00,17.55,17.75,-,0.05,17.75,17.80
10,1710,東聯,"71,556,727","21,039",24.20,24.20,22.80,23.10,+,1.10,23.10,23.15
11,2002,中鋼,"65,997,753","22,761",35.10,35.70,34.95,35.65,+,0.70,35.65,35.70
12,2883,開發金,"58,819,096","15,850",19.25,19.30,19.05,19.30,,0.00,19.30,19.35
13,2891,中信金,"55,787,016","17,255",28.90,28.95,28.45,28.85,-,0.05,28.80,28.85
14,3059,華晶科,"55,126,411","29,726",51.90,53.00,50.70,52.30,+,0.60,52.20,52.30
15,4919,新唐,"52,323,381","38,395",146.00,153.50,145.00,147.50,+,4.50,147.50,148.00
16,3714,富采,"51,909,255","34,716",103.50,104.00,99.90,101.00,-,2.50,101.00,101.50
17,2888,新光金,"45,337,155","7,531",11.45,11.45,11.30,11.40,,0.00,11.35,11.40
18,3231,緯創,"44,778,914","26,893",30.50,30.95,30.20,30.80,-,1.20,30.80,30.85
19,3035,智原,"44,250,249","29,352",238.50,245.00,234.00,234.00,-,2.50,234.00,234.50
20,2609,陽明,"42,037,390","20,697",113.50,114.50,111.50,114.00,+,2.00,113.50,114.00
