排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"409,683,201","90,184",27.85,28.90,27.25,27.45,-,0.20,27.45,27.50
2,2618,長榮航,"262,757,360","69,032",27.45,28.00,26.35,26.40,-,0.80,26.40,26.45
3,3481,群創,"181,778,910","41,546",19.15,19.55,18.85,18.90,-,0.05,18.90,18.95
4,2888,新光金,"160,782,736","23,325",11.40,11.55,11.25,11.40,+,0.15,11.40,11.45
5,2303,聯電,"152,277,291","48,115",65.50,66.00,64.60,64.70,-,0.40,64.70,64.80
6,2340,光磊,"145,039,121","66,566",60.40,60.40,57.20,60.20,+,4.30,60.10,60.20
7,2344,華邦電,"144,488,815","52,605",30.65,31.80,30.55,31.75,+,2.05,31.70,31.75
8,2409,友達,"140,625,533","35,192",22.15,22.50,21.85,21.85,,0.00,21.85,21.90
9,2603,長榮,"126,400,259","48,405",118.50,122.00,117.50,119.50,+,2.50,119.50,120.00
10,2371,大同,"101,619,780","36,714",38.80,39.50,37.90,38.50,-,0.35,38.50,38.55
11,2609,陽明,"84,115,329","34,290",109.00,113.00,108.00,110.50,+,3.00,110.50,111.00
12,2883,開發金,"82,124,175","21,668",16.80,16.80,16.55,16.70,-,0.15,16.70,16.75
13,00715L,期街口布蘭特正2,"66,161,264","8,878",10.36,10.45,10.27,10.40,-,0.76,10.40,10.41
14,2498,宏達電,"64,515,570","35,574",87.80,89.30,86.70,86.70,-,0.90,86.70,86.80
15,3049,和鑫,"63,343,915","12,655",15.10,15.15,14.85,15.15,+,1.35,15.15,0.00
16,3016,嘉晶,"58,134,679","29,463",148.00,150.50,142.00,149.00,+,6.00,148.00,149.00
17,2408,南亞科,"50,484,857","24,243",71.70,76.00,71.50,75.40,+,5.80,75.30,75.40
18,2002,中鋼,"50,388,550","18,423",32.50,32.75,32.30,32.60,,0.00,32.55,32.60
19,2337,旺宏,"49,813,545","20,686",42.40,44.00,42.40,43.65,+,1.30,43.65,43.70
20,3019,亞光,"47,516,449","31,709",96.00,102.50,95.00,97.50,+,4.20,97.40,97.50
