排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2409,友達,"259,815,749","68,259",23.15,23.50,22.95,23.15,+,0.25,23.10,23.15
2,2610,華航,"221,977,884","50,548",27.65,27.65,26.45,26.70,-,0.50,26.70,26.75
3,3481,群創,"173,943,922","37,270",19.45,19.60,19.15,19.15,,0.00,19.15,19.20
4,2618,長榮航,"138,765,846","38,335",27.60,27.80,26.60,26.80,-,0.45,26.75,26.80
5,2303,聯電,"137,992,139","47,146",64.20,64.60,62.90,63.00,+,0.30,63.00,63.10
6,2603,長榮,"114,528,089","45,745",141.00,142.00,138.50,141.00,+,3.00,140.50,141.00
7,2457,飛宏,"97,761,112","49,068",44.55,47.35,44.20,46.25,+,2.45,46.25,46.30
8,2406,國碩,"88,201,679","38,938",36.50,37.70,35.20,35.60,-,0.70,35.60,35.65
9,00632R,元大台灣50反1,"79,797,274","4,050",5.27,5.29,5.25,5.25,-,0.08,5.25,5.26
10,2883,開發金,"75,263,311","22,217",16.65,16.65,16.45,16.50,-,0.05,16.45,16.50
11,3059,華晶科,"73,435,705","40,109",47.80,51.50,47.50,49.30,+,1.85,49.25,49.30
12,2498,宏達電,"71,766,755","34,031",82.00,83.30,80.70,83.30,+,3.20,83.20,83.30
13,3049,和鑫,"67,727,245","19,518",15.10,15.70,14.75,15.30,+,0.50,15.30,15.35
14,3035,智原,"62,678,472","35,008",204.00,217.50,201.50,217.50,+,19.50,217.50,0.00
15,3047,訊舟,"51,748,373","17,651",13.75,14.65,13.55,13.70,+,0.35,13.70,13.75
16,2615,萬海,"48,313,887","31,913",202.00,203.50,196.00,196.50,-,2.50,196.50,197.00
17,2609,陽明,"47,826,740","19,378",124.00,125.00,122.00,122.00,-,0.50,122.00,122.50
18,2312,金寶,"46,968,460","13,311",15.45,15.65,15.05,15.25,+,0.05,15.20,15.25
19,6443,元晶,"43,431,751","20,834",41.55,42.40,41.35,41.40,+,0.55,41.40,41.45
20,2888,新光金,"43,002,216","6,092",10.55,10.60,10.45,10.50,+,0.05,10.50,10.55
