排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"481,781,044","105,008",27.35,28.55,26.80,28.40,+,1.85,28.35,28.40
2,2618,長榮航,"297,087,712","74,603",27.00,27.90,26.30,27.90,+,1.70,27.85,27.90
3,3481,群創,"293,738,532","54,077",18.50,19.00,18.40,18.95,+,0.75,18.95,19.00
4,2603,長榮,"273,364,704","115,797",142.00,146.50,140.00,144.00,+,3.00,143.50,144.00
5,2409,友達,"159,886,250","35,679",21.40,21.90,21.20,21.90,+,0.80,21.85,21.90
6,2303,聯電,"155,940,341","60,053",67.90,67.90,66.20,66.50,-,0.80,66.50,66.60
7,2609,陽明,"138,929,377","62,923",126.50,129.00,124.00,126.50,+,1.00,126.50,127.00
8,2498,宏達電,"125,091,484","62,828",86.20,88.80,84.00,84.00,-,2.10,84.00,84.10
9,2615,萬海,"116,440,198","68,884",178.50,193.00,175.00,191.00,+,14.50,190.50,191.00
10,6443,元晶,"112,571,554","53,573",41.80,43.10,40.55,41.00,-,0.20,41.00,41.05
11,2426,鼎元,"76,359,456","33,199",32.85,32.95,28.80,28.80,-,3.10,28.80,28.85
12,2888,新光金,"75,417,311","10,146",10.65,10.85,10.60,10.80,+,0.20,10.80,10.85
13,2338,光罩,"75,100,051","47,303",112.00,117.00,106.00,107.00,-,2.50,106.50,107.50
14,00632R,元大台灣50反1,"74,433,600","3,092",5.31,5.34,5.28,5.28,-,0.02,5.28,5.29
15,2371,大同,"72,602,259","23,073",34.60,35.45,34.35,34.45,+,0.30,34.45,34.50
16,6235,華孚,"72,164,859","28,599",29.90,30.85,28.55,29.40,+,1.35,29.40,29.45
17,2883,開發金,"64,667,237","13,543",16.50,16.75,16.30,16.70,+,0.25,16.70,16.75
18,2342,茂矽,"62,411,384","26,826",54.20,56.00,51.90,55.50,+,1.30,55.40,55.50
19,6116,彩晶,"59,458,403","14,977",16.00,16.45,15.95,16.35,+,0.55,16.35,16.40
20,2891,中信金,"56,262,968","16,082",25.45,26.00,25.25,26.00,+,0.55,25.95,26.00
