排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"225,473,462","20,533",5.62,5.62,5.53,5.53,-,0.08,5.53,5.54
2,3481,群創,"201,488,565","44,368",17.30,17.85,17.20,17.55,+,0.45,17.55,17.60
3,2303,聯電,"170,082,864","56,210",61.00,61.80,60.40,61.70,+,0.50,61.60,61.70
4,2409,友達,"151,498,862","29,255",18.00,18.50,17.95,18.10,+,0.20,18.10,18.15
5,2609,陽明,"134,991,647","65,042",137.00,141.00,135.00,137.00,-,3.00,136.50,137.00
6,2603,長榮,"130,488,190","59,955",140.50,144.50,139.00,141.00,-,1.50,140.50,141.00
7,2615,萬海,"124,970,845","75,885",255.00,265.00,246.50,252.00,-,6.00,251.50,252.00
8,2888,新光金,"97,076,296","17,087",9.05,9.24,9.02,9.24,+,0.18,9.23,9.24
9,2023,燁輝,"72,757,919","25,395",32.80,33.00,31.85,32.35,-,1.20,32.30,32.35
10,2887,台新金,"71,597,427","13,839",17.85,18.45,17.75,18.40,+,0.55,18.40,18.45
11,2369,菱生,"63,600,328","30,553",29.30,30.60,28.60,28.65,-,0.65,28.65,28.70
12,3035,智原,"62,318,904","36,154",107.00,109.50,102.00,103.50,-,0.50,103.00,103.50
13,2884,玉山金,"62,140,957","15,102",27.40,27.70,27.30,27.70,+,0.30,27.65,27.70
14,2371,大同,"57,886,415","15,312",28.35,29.45,28.35,29.40,+,1.10,29.40,29.45
15,2834,臺企銀,"57,221,873","8,941",9.54,9.63,9.53,9.56,+,0.02,9.56,9.58
16,2882,國泰金,"54,867,528","19,252",56.20,57.90,56.00,57.70,+,1.70,57.60,57.70
17,4919,新唐,"54,515,979","34,375",156.00,157.00,148.50,150.00,-,8.00,149.50,150.00
18,1806,冠軍,"51,909,734","5,026",12.10,13.35,11.90,11.95,-,0.20,11.95,12.00
19,2002,中鋼,"48,663,902","17,305",36.45,37.10,36.25,36.90,+,0.55,36.85,36.90
20,2890,永豐金,"46,708,278","6,390",13.70,14.10,13.70,14.05,+,0.35,14.00,14.05
