排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00637L,元大滬深300正2,"119,977,055","15,880",17.26,17.58,17.08,17.14,+,0.22,17.14,17.15
2,2603,長榮,"115,246,943","59,791",140.00,142.00,139.50,140.00,-,5.50,139.50,140.00
3,1605,華新,"82,999,935","33,647",42.90,44.00,42.20,44.00,+,0.65,43.95,44.00
4,2609,陽明,"75,560,568","35,815",126.00,128.00,125.00,126.50,-,3.50,126.50,127.00
5,2891,中信金,"73,588,446","23,610",26.50,26.55,25.85,25.85,-,0.90,25.85,25.90
6,3481,群創,"68,000,402","13,356",14.05,14.45,14.00,14.20,+,0.15,14.20,14.25
7,2618,長榮航,"64,291,554","22,424",33.60,34.25,33.20,34.15,+,0.30,34.15,34.20
8,2409,友達,"49,851,435","11,253",17.85,18.25,17.80,18.05,+,0.25,18.05,18.10
9,00632R,元大台灣50反1,"44,360,260","2,037",5.48,5.49,5.46,5.46,+,0.01,5.46,5.47
10,2303,聯電,"39,566,348","15,645",52.10,52.20,51.80,51.80,-,0.60,51.80,51.90
11,2888,新光金,"35,802,103","7,521",9.55,9.64,9.53,9.61,+,0.06,9.60,9.61
12,1611,中電,"35,550,964","13,524",18.40,20.10,18.40,20.00,+,1.65,20.00,20.05
13,1560,中砂,"35,286,995","23,564",154.00,164.50,151.50,164.50,+,8.00,164.50,165.00
14,2610,華航,"34,941,107","12,392",26.80,26.85,26.40,26.65,-,0.15,26.65,26.70
15,1795,美時,"34,442,575","22,917",144.50,150.50,141.00,145.50,,0.00,145.00,145.50
16,00673R,期元大S&P原油反1,"34,304,361","3,591",7.16,7.19,7.15,7.16,-,0.11,7.16,7.17
17,2347,聯強,"33,142,459","14,533",63.60,64.50,61.00,61.50,X,0.00,61.50,61.60
18,2340,台亞,"31,785,133","17,861",49.10,51.30,49.00,50.50,+,1.80,50.50,50.60
19,2317,鴻海,"29,946,032","13,212",114.00,115.50,113.50,115.50,+,1.50,115.00,115.50
20,00878,國泰永續高股息,"27,319,025","15,756",17.77,17.77,17.69,17.70,-,0.10,17.70,17.71
