排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"717,904,678","145,188",25.00,25.70,24.25,24.75,-,1.95,24.70,24.75
2,2618,長榮航,"301,906,083","73,802",24.20,24.75,23.50,23.75,-,2.10,23.75,23.80
3,00632R,元大台灣50反1,"170,162,484","7,314",5.45,5.47,5.39,5.43,+,0.01,5.43,5.44
4,00715L,期街口布蘭特正2,"169,060,193","19,426",9.66,9.66,9.20,9.25,-,1.39,9.24,9.25
5,2603,長榮,"165,189,294","64,804",120.00,123.00,119.00,120.00,+,1.50,120.00,120.50
6,2888,新光金,"144,322,443","20,737",10.60,10.80,10.45,10.65,-,0.20,10.65,10.70
7,2303,聯電,"111,522,499","45,536",62.00,62.70,60.90,62.40,-,0.10,62.30,62.40
8,3481,群創,"109,081,087","23,895",17.55,18.10,17.30,17.85,+,0.05,17.85,17.90
9,4919,新唐,"104,143,275","63,008",144.00,157.50,139.50,156.00,+,12.50,156.00,156.50
10,2409,友達,"91,437,678","20,213",20.10,20.65,19.85,20.65,+,0.10,20.60,20.65
11,2609,陽明,"88,996,018","37,387",108.50,112.50,108.50,110.00,+,1.50,109.50,110.00
12,2883,開發金,"88,928,327","24,092",15.90,16.30,15.90,16.20,-,0.15,16.15,16.20
13,2340,光磊,"84,139,297","44,283",55.60,59.80,55.00,58.10,+,1.90,58.10,58.20
14,2498,宏達電,"80,119,224","39,466",75.90,78.00,72.30,78.00,+,0.20,77.90,78.00
15,2497,怡利電,"50,567,044","27,264",61.50,62.70,57.50,60.40,+,0.60,60.40,60.50
16,2344,華邦電,"50,285,705","20,379",29.45,31.10,29.35,30.90,+,0.75,30.85,30.90
17,3037,欣興,"49,109,183","30,268",206.50,214.00,202.00,213.00,+,5.50,212.50,213.00
18,2371,大同,"41,786,777","14,529",35.00,35.50,34.60,35.00,-,0.60,35.00,35.05
19,2027,大成鋼,"33,293,617","18,060",46.95,47.15,45.50,46.20,-,1.55,46.20,46.25
20,00642U,期元大S&P石油,"33,001,788","6,760",12.77,12.77,12.51,12.53,-,0.93,12.52,12.53
