排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"531,241,944","272,074",206.50,212.00,187.00,195.50,,0.00,195.50,196.00
2,2027,大成鋼,"158,340,124","61,355",60.90,61.60,57.40,59.60,+,2.70,59.60,59.70
3,2303,聯電,"149,279,243","44,042",53.60,54.30,52.90,53.20,+,1.00,53.20,53.30
4,2615,萬海,"147,602,179","92,399",294.50,302.50,275.00,287.00,+,12.00,287.00,287.50
5,00632R,元大台灣50反1,"143,579,114","6,132",5.45,5.49,5.43,5.47,-,0.06,5.46,5.47
6,3481,群創,"142,754,441","36,664",21.20,21.20,20.45,20.50,-,0.20,20.50,20.55
7,2002,中鋼,"124,509,281","44,167",39.45,39.45,37.80,37.90,-,0.15,37.90,37.95
8,2888,新光金,"119,081,945","14,780",9.73,9.94,9.70,9.73,+,0.10,9.72,9.73
9,2883,開發金,"110,305,231","18,553",13.90,14.20,13.85,13.95,+,0.25,13.90,13.95
10,2344,華邦電,"102,854,798","33,307",36.10,36.35,35.00,35.00,-,0.30,35.00,35.05
11,2409,友達,"101,890,050","25,105",22.80,22.80,22.10,22.10,-,0.15,22.10,22.15
12,2363,矽統,"96,707,876","31,740",22.95,24.65,22.90,24.65,+,2.20,24.65,0.00
13,2618,長榮航,"89,846,386","29,542",20.25,20.40,19.50,19.70,-,0.40,19.70,19.75
14,2882,國泰金,"86,411,156","29,293",55.30,57.60,55.30,55.70,+,1.90,55.60,55.70
15,2014,中鴻,"85,198,949","36,363",60.00,60.40,56.80,57.40,+,0.90,57.40,57.50
16,2401,凌陽,"80,074,651","26,250",37.05,38.30,36.90,38.30,+,3.45,38.30,0.00
17,6116,彩晶,"79,006,611","22,735",22.70,22.75,22.05,22.15,-,0.25,22.15,22.20
18,4919,新唐,"76,827,868","42,636",108.50,115.50,107.00,112.00,+,6.50,111.50,112.00
19,1802,台玻,"72,593,919","30,886",40.85,41.95,40.20,40.45,+,1.25,40.40,40.45
20,2605,新興,"69,404,243","34,718",51.90,52.40,46.00,46.40,-,2.60,46.40,46.45
