排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"196,651,612","45,342",17.65,18.45,17.60,18.10,+,0.90,18.10,18.15
2,2603,長榮,"145,532,049","59,909",102.00,104.00,100.00,100.50,+,1.00,100.50,101.00
3,2303,聯電,"134,144,926","56,202",58.10,58.60,57.40,57.60,-,0.40,57.60,57.70
4,3481,群創,"126,058,095","29,181",16.95,17.05,16.50,16.55,-,0.15,16.55,16.60
5,2618,長榮航,"125,870,422","30,877",19.15,20.15,19.10,19.65,+,0.80,19.65,19.70
6,2409,友達,"112,793,892","23,190",19.60,19.65,19.10,19.20,,0.00,19.15,19.20
7,2609,陽明,"105,899,719","56,102",98.50,101.00,97.00,98.00,+,1.50,98.00,98.10
8,00632R,元大台灣50反1,"101,426,121","3,676",5.52,5.53,5.50,5.51,-,0.05,5.51,5.52
9,6443,元晶,"98,154,418","34,684",36.10,36.60,34.80,35.00,+,1.70,35.00,35.40
10,3576,聯合再生,"83,149,834","30,842",24.55,26.25,24.55,26.25,+,2.35,26.25,0.00
11,2388,威盛,"79,731,565","32,767",64.30,68.30,63.60,68.30,+,6.20,68.30,0.00
12,3037,欣興,"71,674,191","54,258",197.50,198.50,188.50,189.00,-,1.00,189.00,189.50
13,2027,大成鋼,"66,766,125","36,224",44.00,44.00,41.00,41.10,-,3.05,41.10,41.15
14,6282,康舒,"61,552,111","29,727",35.60,36.80,35.00,36.30,+,1.70,36.25,36.30
15,3035,智原,"59,128,138","38,307",204.00,219.00,203.00,210.00,+,9.00,210.00,210.50
16,2486,一詮,"56,364,557","29,448",59.00,63.60,59.00,61.40,+,2.70,61.40,61.50
17,2406,國碩,"51,208,054","20,435",25.60,27.45,25.55,25.65,+,0.65,25.65,25.70
18,3062,建漢,"50,408,227","21,793",26.70,27.25,25.20,26.10,-,0.35,26.10,26.15
19,00637L,元大滬深300正2,"48,474,742","8,221",22.58,22.61,21.74,22.36,-,0.16,22.35,22.36
20,4739,康普,"48,468,993","29,484",174.00,176.50,168.00,171.00,-,0.50,170.50,171.00
