排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1314,中石化,"242,577,637","52,254",13.70,13.95,13.00,13.05,-,0.90,13.05,13.10
2,2618,長榮航,"234,187,831","75,166",33.90,34.05,32.00,32.00,-,2.20,32.00,32.05
3,2834,臺企銀,"204,996,937","45,170",13.50,13.80,13.15,13.20,-,0.20,13.20,13.25
4,2888,新光金,"186,519,839","26,216",11.20,11.40,10.90,11.00,-,0.30,10.95,11.00
5,00632R,元大台灣50反1,"167,116,303","8,146",5.30,5.35,5.28,5.35,+,0.10,5.35,5.36
6,2891,中信金,"124,954,414","33,838",30.15,30.95,30.00,30.35,+,0.20,30.30,30.35
7,2883,開發金,"123,536,316","40,413",19.70,20.00,19.30,19.30,-,0.40,19.30,19.35
8,2303,聯電,"114,103,048","63,724",50.10,50.60,50.00,50.00,-,1.10,50.00,50.10
9,3481,群創,"111,068,224","34,873",16.70,16.70,16.00,16.00,-,0.70,16.00,16.05
10,2610,華航,"107,177,702","35,709",27.70,27.70,26.55,26.55,-,1.15,26.55,26.60
11,2603,長榮,"75,050,269","46,314",131.00,133.50,128.50,128.50,-,5.00,128.50,129.00
12,2884,玉山金,"70,621,794","28,709",34.25,34.95,33.75,33.75,-,0.30,33.75,33.80
13,00637L,元大滬深300正2,"64,778,985","8,343",16.83,17.26,16.71,16.80,-,0.28,16.79,16.80
14,00881,國泰台灣5G+,"64,746,537","37,525",16.30,16.30,16.11,16.11,-,0.30,16.10,16.11
15,2344,華邦電,"63,027,377","27,852",29.30,29.70,28.55,28.60,-,0.60,28.60,28.65
16,2409,友達,"61,431,283","20,851",20.00,20.05,19.50,19.50,-,0.60,19.50,19.55
17,2890,永豐金,"60,853,782","18,630",19.00,19.35,18.60,18.65,-,0.45,18.65,18.70
18,00891,中信關鍵半導體,"57,997,891","27,840",14.29,14.31,14.16,14.18,-,0.25,14.18,14.19
19,1732,毛寶,"57,969,540","30,833",50.00,53.50,48.40,50.90,+,1.80,50.90,51.00
20,1708,東鹼,"56,236,070","27,480",59.00,59.60,56.10,56.10,-,2.40,56.00,56.10
