排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"393,387,096","12,363",6.19,6.26,6.13,6.23,+,0.03,6.22,6.23
2,2603,長榮,"128,512,135","69,870",80.50,82.90,79.20,82.50,+,2.70,82.50,82.60
3,2618,長榮航,"124,093,473","39,059",30.20,31.60,30.20,31.05,+,1.30,31.00,31.05
4,2303,聯電,"113,909,230","47,037",38.05,38.50,37.50,38.15,+,0.10,38.10,38.15
5,2498,宏達電,"111,137,731","54,323",51.20,55.20,49.55,55.20,+,5.00,55.20,0.00
6,3481,群創,"78,820,633","12,613",11.60,11.80,11.35,11.40,-,0.20,11.40,11.45
7,2883,開發金,"76,344,265","14,065",14.30,14.50,14.05,14.20,-,0.10,14.20,14.25
8,2882,國泰金,"75,808,829","19,838",45.50,46.20,45.00,45.50,X,0.00,45.45,45.50
9,2609,陽明,"74,407,842","44,454",78.50,80.20,75.60,78.20,+,0.40,78.20,78.30
10,2317,鴻海,"70,995,980","32,374",100.50,102.00,99.50,100.00,X,0.00,100.00,100.50
11,00637L,元大滬深300正2,"67,720,514","8,917",20.16,20.22,19.65,20.10,+,0.19,20.09,20.10
12,2610,華航,"64,386,972","20,536",22.30,23.15,22.20,22.45,+,0.45,22.45,22.50
13,2888,新光金,"61,841,750","11,968",8.52,8.57,8.29,8.33,-,0.17,8.32,8.33
14,2330,台積電,"61,206,245","96,760",443.00,451.50,440.00,440.00,-,13.50,440.00,440.50
15,1605,華新,"61,065,839","22,095",34.75,34.85,33.25,34.40,-,0.30,34.35,34.40
16,058461,臺股指元大1B購10,"58,382,000",507,0.04,0.04,0.02,0.04,,0.00,0.03,0.04
17,2409,友達,"57,933,350","11,180",14.05,14.60,14.05,14.45,X,0.00,14.40,14.45
18,00878,國泰永續高股息,"51,559,182","21,256",16.45,16.60,16.29,16.35,-,0.04,16.35,16.36
19,2891,中信金,"50,339,039","10,647",24.60,24.80,24.00,24.30,-,0.30,24.25,24.30
20,0056,元大高股息,"44,496,983","27,909",26.81,27.05,26.49,26.68,-,0.13,26.67,26.68
