排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2002,中鋼,"274,667,075","82,972",39.20,40.20,39.15,40.05,+,0.95,40.00,40.05
2,2603,長榮,"199,698,133","84,865",134.50,137.00,132.00,132.00,-,1.50,132.00,132.50
3,2303,聯電,"164,864,791","72,951",68.30,68.90,66.80,66.80,-,1.40,66.80,66.90
4,00632R,元大台灣50反1,"98,178,079","5,174",5.45,5.48,5.44,5.46,+,0.03,5.45,5.46
5,2883,開發金,"88,040,391","14,538",13.95,14.20,13.95,14.10,+,0.20,14.05,14.10
6,2609,陽明,"86,871,042","39,897",127.00,128.50,124.50,124.50,-,1.00,124.50,125.00
7,2409,友達,"65,411,471","15,799",17.90,18.10,17.60,17.95,+,0.05,17.95,18.00
8,2888,新光金,"65,090,745","9,866",9.43,9.53,9.40,9.49,+,0.06,9.49,9.50
9,3481,群創,"63,698,921","14,841",17.10,17.20,16.80,16.90,-,0.20,16.90,16.95
10,3035,智原,"60,003,025","35,224",112.00,114.50,107.50,109.00,-,1.50,108.50,109.00
11,2615,萬海,"57,903,445","30,882",214.50,217.00,210.00,210.00,-,1.50,210.00,210.50
12,1711,永光,"54,423,034","19,252",21.15,22.60,20.90,22.60,+,2.05,22.60,0.00
13,3033,威健,"53,361,595","21,507",26.10,28.30,26.05,27.65,+,1.80,27.65,27.70
14,1727,中華化,"52,232,243","22,047",25.90,28.90,25.85,28.90,+,2.60,28.90,0.00
15,5608,四維航,"51,954,946","25,499",61.40,63.80,61.10,61.50,+,1.70,61.50,61.60
16,2881,富邦金,"46,452,018","19,008",78.60,82.20,78.30,81.40,+,3.80,81.30,81.40
17,2882,國泰金,"46,011,124","15,881",59.20,60.50,59.10,59.90,+,0.70,59.90,60.00
18,2027,大成鋼,"45,099,516","20,076",49.00,50.60,48.95,50.50,+,1.75,50.40,50.50
19,2887,台新金,"43,247,311","11,089",18.25,18.80,18.20,18.55,+,0.30,18.55,18.60
20,00715L,期街口布蘭特正2,"41,630,652","3,106",8.70,8.73,8.62,8.68,+,0.30,8.67,8.68
