排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"212,637,788","85,564",162.50,166.00,162.00,164.50,+,4.50,164.00,164.50
2,2609,陽明,"194,274,282","78,762",128.00,133.00,127.50,132.50,+,7.00,132.00,132.50
3,00632R,元大台灣50反1,"177,899,999","6,504",5.34,5.38,5.31,5.35,-,0.01,5.35,5.36
4,2409,友達,"174,176,515","42,866",21.65,22.40,21.65,22.30,+,0.80,22.25,22.30
5,3481,群創,"143,957,910","32,047",17.50,17.85,17.45,17.70,+,0.35,17.70,17.75
6,2610,華航,"112,225,543","31,022",27.00,27.25,26.30,26.50,-,0.45,26.50,26.55
7,2618,長榮航,"109,616,969","35,457",30.30,30.55,29.60,29.60,-,0.65,29.60,29.65
8,00637L,元大滬深300正2,"87,118,867","10,871",16.40,16.57,15.83,16.00,+,0.09,15.99,16.00
9,1708,東鹼,"73,382,571","34,100",44.70,48.40,44.45,48.40,+,4.40,48.40,0.00
10,2303,聯電,"59,759,854","25,064",52.70,53.10,51.80,52.50,,0.00,52.40,52.50
11,00715L,期街口布蘭特正2,"54,444,597","8,643",20.30,20.50,19.53,20.30,+,0.47,20.30,20.31
12,2906,高林,"50,716,169","21,578",25.40,27.50,25.40,27.50,+,2.50,27.50,0.00
13,2607,榮運,"49,598,396","22,529",39.70,40.80,39.30,39.30,-,0.30,39.30,39.35
14,2002,中鋼,"49,001,000","17,537",38.70,38.90,38.65,38.80,+,0.35,38.75,38.80
15,3037,欣興,"47,316,192","30,353",236.00,239.50,222.00,225.00,-,10.50,225.00,225.50
16,5608,四維航,"44,989,310","23,225",48.40,49.45,47.80,47.80,-,0.35,47.80,47.85
17,00673R,期元大S&P原油反1,"41,733,261","4,432",8.55,8.70,8.54,8.59,-,0.03,8.58,8.59
18,2883,開發金,"40,270,973","12,919",17.60,17.75,17.40,17.55,+,0.05,17.50,17.55
19,2330,台積電,"38,562,552","87,337",574.00,577.00,572.00,572.00,-,3.00,572.00,573.00
20,2888,新光金,"38,491,228","5,865",10.10,10.15,10.00,10.05,,0.00,10.05,10.10
