排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"212,780,422","26,998",12.35,12.55,12.10,12.35,-,0.10,12.35,12.40
2,00632R,元大台灣50反1,"111,570,260","4,967",5.67,5.68,5.64,5.67,+,0.06,5.67,5.68
3,00637L,元大滬深300正2,"72,893,222","8,187",16.80,17.34,16.76,17.25,+,0.19,17.24,17.25
4,2603,長榮,"71,950,388","39,437",96.30,96.80,94.40,95.00,-,3.00,95.00,95.10
5,6133,金橋,"68,824,299","30,894",26.00,29.20,26.00,27.15,+,0.35,27.15,27.20
6,2409,友達,"59,277,923","12,630",16.65,16.95,16.60,16.95,,0.00,16.90,16.95
7,2303,聯電,"56,323,990","23,360",42.20,42.25,41.80,41.85,-,1.15,41.85,41.90
8,2367,燿華,"53,254,711","18,206",21.50,22.30,21.00,21.15,-,0.45,21.15,21.20
9,2498,宏達電,"48,817,996","23,581",62.90,63.50,61.00,61.00,-,2.90,61.00,61.10
10,2887,台新金,"46,046,753","9,669",17.40,17.55,17.30,17.45,-,0.05,17.45,17.50
11,3047,訊舟,"45,692,527","16,310",19.20,19.35,18.20,18.35,-,0.85,18.35,18.40
12,6443,元晶,"44,887,093","22,278",37.45,38.25,37.00,37.05,+,0.05,37.00,37.05
13,00878,國泰永續高股息,"44,853,580","19,016",17.10,17.19,17.06,17.17,,0.00,17.17,17.18
14,2609,陽明,"38,291,494","23,827",85.40,85.40,83.10,83.60,-,2.80,83.60,83.70
15,3037,欣興,"36,133,264","22,663",160.50,168.00,160.50,163.50,,0.00,163.00,163.50
16,1605,華新,"35,786,775","15,376",36.85,38.15,36.75,37.80,+,0.45,37.75,37.80
17,2618,長榮航,"35,578,387","10,088",31.45,32.10,31.25,32.00,+,0.30,31.95,32.00
18,2610,華航,"35,318,357","9,830",21.05,21.50,21.00,21.35,-,0.05,21.30,21.35
19,2371,大同,"34,849,684","2,643",34.30,34.55,33.90,33.90,-,0.50,33.90,33.95
20,1795,美時,"31,909,215","20,905",186.50,193.00,179.00,180.00,-,4.50,179.50,180.00
