排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"158,536,718","6,733",5.19,5.20,5.17,5.19,-,0.05,5.18,5.19
2,2610,華航,"144,968,519","40,581",27.75,27.90,27.10,27.10,-,0.20,27.10,27.15
3,2618,長榮航,"119,938,772","42,493",33.15,33.50,32.15,32.20,-,0.10,32.20,32.25
4,1708,東鹼,"90,437,323","46,988",57.60,59.60,56.70,56.70,-,6.20,0.00,56.70
5,2481,強茂,"89,802,624","43,340",101.50,108.50,101.00,105.00,+,6.20,104.50,105.00
6,00637L,元大滬深300正2,"89,296,654","9,973",15.92,16.50,15.85,16.50,+,0.66,16.49,16.50
7,2890,永豐金,"82,354,604","20,136",17.55,18.50,17.50,18.35,+,1.05,18.30,18.35
8,2882,國泰金,"81,539,261","6,266",64.10,64.50,64.00,64.40,+,0.60,64.40,64.50
9,2312,金寶,"81,186,665","23,803",16.55,17.90,16.50,17.30,+,0.85,17.30,17.35
10,2002,中鋼,"80,655,863","37,453",39.25,39.25,38.35,38.95,-,0.45,38.90,38.95
11,2303,聯電,"72,860,449","31,002",54.10,54.50,54.00,54.50,+,0.80,54.40,54.50
12,2409,友達,"69,833,369","20,622",20.10,20.25,20.00,20.00,-,0.05,20.00,20.05
13,2834,臺企銀,"69,238,081","17,841",12.85,12.95,12.70,12.85,-,0.05,12.80,12.85
14,3017,奇鋐,"63,066,384","37,089",119.00,127.50,117.00,117.00,+,0.50,117.00,117.50
15,2883,開發金,"58,531,539","17,080",19.05,19.15,19.00,19.05,+,0.10,19.05,19.10
16,2603,長榮,"56,886,329","28,038",136.00,136.50,133.50,135.00,,0.00,134.50,135.00
17,2888,新光金,"54,532,000","9,565",10.70,10.80,10.65,10.75,+,0.15,10.75,10.80
18,2891,中信金,"53,877,960","16,013",28.85,29.15,28.75,29.00,+,0.20,29.00,29.05
19,2457,飛宏,"50,510,817","27,207",47.80,49.70,47.60,48.25,+,1.30,48.20,48.25
20,00893,國泰智能電動車,"48,082,902","12,858",15.51,15.55,15.49,15.50,+,0.25,15.50,15.51
