排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"520,030,676","240,272",133.50,137.50,126.50,126.50,-,14.00,0.00,126.50
2,2609,陽明,"334,105,935","156,345",130.50,134.00,122.50,122.50,-,13.50,0.00,122.50
3,2615,萬海,"151,627,170","88,585",207.00,216.00,198.00,205.00,-,11.50,205.00,205.50
4,3481,群創,"121,854,411","30,064",19.45,19.45,18.75,18.75,X,0.00,18.75,18.80
5,2303,聯電,"118,561,484","35,962",54.20,54.30,53.10,53.10,-,0.60,53.10,53.20
6,2409,友達,"97,789,080","23,661",21.15,21.30,20.45,20.50,-,0.65,20.45,20.50
7,2883,開發金,"91,246,080","20,229",14.30,14.30,13.90,13.95,-,0.30,13.95,14.00
8,00632R,元大台灣50反1,"89,364,201","4,598",5.57,5.61,5.55,5.60,+,0.02,5.60,5.61
9,2328,廣宇,"86,616,085","39,744",45.90,46.30,40.60,41.95,-,2.95,41.90,41.95
10,2888,新光金,"84,702,140","10,400",9.92,9.94,9.75,9.78,-,0.11,9.77,9.78
11,2406,國碩,"81,133,329","32,821",28.10,29.30,25.20,25.35,-,2.55,25.30,25.35
12,2340,光磊,"75,197,023","32,504",37.00,37.65,33.55,34.50,-,2.35,34.45,34.50
13,8215,明基材,"74,893,895","37,570",36.75,39.75,36.50,38.75,+,2.05,38.75,38.80
14,2401,凌陽,"73,240,859","37,804",46.95,47.25,42.60,43.40,-,3.10,43.40,43.45
15,4919,新唐,"68,220,842","43,885",157.00,162.00,142.50,147.00,-,8.00,147.00,147.50
16,2618,長榮航,"67,614,935","18,959",19.30,19.75,18.85,18.90,+,0.10,18.90,18.95
17,3006,晶豪科,"66,430,347","40,717",203.50,213.00,191.50,194.00,-,7.50,194.00,194.50
18,2887,台新金,"60,619,033","16,284",17.40,17.40,16.70,16.75,-,0.45,16.75,16.80
19,2027,大成鋼,"59,190,458","27,327",53.30,54.20,51.10,51.60,-,1.20,51.60,51.70
20,6168,宏齊,"57,516,321","27,253",35.90,36.75,32.20,33.00,-,2.25,33.00,33.05
