排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"179,236,904","51,675",33.50,33.95,32.90,33.05,-,0.45,33.05,33.10
2,00632R,元大台灣50反1,"155,158,385","8,946",5.26,5.27,5.23,5.26,-,0.04,5.25,5.26
3,2603,長榮,"128,286,768","54,235",141.00,145.00,138.50,144.50,+,3.50,144.00,144.50
4,2610,華航,"118,827,084","36,750",28.75,28.90,28.05,28.05,-,0.55,28.05,28.10
5,2834,臺企銀,"117,185,668","23,496",11.85,12.20,11.85,12.10,+,0.35,12.05,12.10
6,2002,中鋼,"109,300,138","43,855",39.60,40.25,39.60,39.75,+,0.70,39.70,39.75
7,2371,大同,"98,283,226","25,026",35.10,35.15,33.00,33.20,-,1.60,33.20,33.25
8,2014,中鴻,"89,000,986","39,513",46.00,47.80,45.80,47.20,+,3.25,47.15,47.20
9,2883,開發金,"84,405,010","29,136",19.10,19.20,18.70,18.80,-,0.25,18.80,18.85
10,00637L,元大滬深300正2,"75,690,824","10,350",16.72,16.83,16.21,16.32,+,0.12,16.32,16.33
11,2609,陽明,"73,467,610","31,829",130.50,132.00,128.50,131.50,+,1.50,131.00,131.50
12,2888,新光金,"70,128,960","10,911",10.65,10.75,10.55,10.65,+,0.05,10.60,10.65
13,00893,國泰智能電動車,"55,751,017","12,335",14.28,14.36,14.25,14.30,+,0.51,14.29,14.30
14,1513,中興電,"52,816,682","25,388",50.50,55.00,50.30,54.10,+,3.30,54.10,54.20
15,2409,友達,"51,661,071","11,729",21.10,21.20,20.95,21.10,+,0.05,21.10,21.15
16,1609,大亞,"51,596,059","20,649",25.70,27.60,25.40,27.00,+,1.70,26.95,27.00
17,2303,聯電,"51,116,003","22,473",53.50,53.70,53.10,53.50,+,0.70,53.40,53.50
18,3481,群創,"49,670,547","11,494",17.25,17.35,17.15,17.25,-,0.05,17.25,17.30
19,2891,中信金,"49,516,986","12,861",28.45,28.50,28.10,28.30,+,0.15,28.25,28.30
20,2906,高林,"43,379,160","20,107",27.20,28.35,25.00,28.35,+,0.90,28.30,28.35
