排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"448,414,133","107,106",28.20,28.60,27.25,27.65,-,0.70,27.60,27.65
2,2303,聯電,"369,983,118","122,359",64.20,66.10,64.00,65.10,+,2.00,65.10,65.20
3,3481,群創,"302,218,436","64,275",19.20,19.45,18.75,18.95,+,0.25,18.95,19.00
4,2618,長榮航,"265,971,931","73,204",28.35,28.50,27.00,27.20,-,1.10,27.20,27.25
5,2888,新光金,"262,934,223","41,943",11.45,11.45,11.05,11.25,-,0.30,11.20,11.25
6,2409,友達,"243,959,401","55,925",22.10,22.35,21.60,21.85,+,0.35,21.80,21.85
7,2371,大同,"224,464,366","71,295",36.95,39.40,36.50,38.85,+,2.65,38.85,38.90
8,2498,宏達電,"160,291,570","83,827",86.40,91.80,86.30,87.60,+,1.50,87.50,87.60
9,2603,長榮,"129,973,192","51,770",120.00,122.00,116.00,117.00,-,2.00,117.00,117.50
10,2883,開發金,"116,513,456","34,933",17.10,17.15,16.70,16.85,-,0.25,16.80,16.85
11,2363,矽統,"106,427,948","37,174",26.50,28.60,26.25,26.60,+,0.60,26.55,26.60
12,6116,彩晶,"94,967,448","26,002",16.30,16.75,16.05,16.25,+,0.30,16.25,16.30
13,3706,神達,"92,522,958","37,405",33.45,34.80,33.20,34.40,+,2.30,34.40,34.45
14,2481,強茂,"78,820,358","48,477",108.00,115.50,107.50,111.50,+,5.50,111.50,112.00
15,2338,光罩,"78,182,645","42,559",105.50,112.50,105.00,110.50,+,8.00,110.50,111.00
16,2340,光磊,"75,866,310","33,534",51.70,55.90,51.10,55.90,+,5.00,55.90,0.00
17,2313,華通,"71,300,495","34,839",45.50,45.70,42.85,43.00,-,0.80,42.95,43.00
18,3062,建漢,"71,077,280","33,312",35.15,37.65,34.70,35.05,+,0.35,35.05,35.10
19,2609,陽明,"65,882,528","28,521",110.00,112.00,107.00,107.50,-,2.00,107.00,107.50
20,2002,中鋼,"61,271,219","28,059",32.95,32.95,32.55,32.60,-,0.35,32.60,32.65
