排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"149,164,261","4,038",5.80,5.85,5.79,5.82,+,0.01,5.81,5.82
2,1524,耿鼎,"100,217,108","34,273",24.40,25.90,24.00,25.90,+,2.35,25.90,0.00
3,4414,如興,"69,137,497","2,718",2.77,3.00,2.67,2.95,+,0.05,2.95,2.96
4,00637L,元大滬深300正2,"65,392,763","10,259",17.22,17.48,17.00,17.40,+,0.05,17.40,17.41
5,2618,長榮航,"65,351,658","26,240",34.05,34.05,32.90,32.95,-,0.95,32.95,33.00
6,3481,群創,"63,185,423","10,247",10.35,10.65,10.15,10.60,+,0.30,10.55,10.60
7,2498,宏達電,"62,386,800","30,425",65.50,66.80,65.10,65.80,+,0.70,65.80,65.90
8,2603,長榮,"59,528,798","42,450",95.90,96.80,94.50,96.60,+,1.10,96.50,96.60
9,2834,臺企銀,"59,007,988","10,712",12.45,12.55,12.40,12.50,+,0.10,12.50,12.55
10,3037,欣興,"58,963,721","37,239",157.00,159.00,152.50,155.00,-,3.50,154.50,155.00
11,1568,倉佑,"55,871,721","29,067",30.45,32.30,29.20,31.05,+,1.60,31.05,31.20
12,1522,堤維西,"55,497,784","26,806",31.85,32.85,31.40,32.20,+,0.55,32.20,32.25
13,1605,華新,"48,778,989","20,308",34.10,34.50,33.40,33.40,-,0.50,33.40,33.45
14,2002,中鋼,"47,203,836","18,221",27.80,28.65,27.80,28.60,+,0.90,28.55,28.60
15,2303,聯電,"44,761,025","20,965",40.05,40.30,39.55,40.30,+,0.15,40.25,40.30
16,2409,友達,"41,734,419","10,064",13.30,13.75,13.15,13.55,+,0.20,13.55,13.60
17,2419,仲琦,"39,185,805","18,236",29.80,30.45,29.20,29.65,+,0.05,29.60,29.65
18,00882,中信中國高股息,"38,269,361","13,856",11.92,12.00,11.75,11.77,-,0.13,11.76,11.77
19,6770,力積電,"37,976,239","12,762",35.35,36.00,35.20,35.65,+,0.40,35.60,35.65
20,9945,潤泰新,"37,922,056","18,932",55.80,58.20,54.70,57.90,+,3.10,57.80,57.90
