排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2323,中環,"282,046,539","56,598",12.75,13.65,12.55,13.40,+,0.50,13.40,13.45
2,2610,華航,"198,808,835","45,244",26.50,27.50,26.40,27.30,+,0.65,27.25,27.30
3,2317,鴻海,"142,927,366","65,457",104.00,111.00,103.50,109.00,+,5.50,108.50,109.00
4,00632R,元大台灣50反1,"125,498,079","5,568",5.04,5.07,5.03,5.06,+,0.02,5.05,5.06
5,6443,元晶,"96,517,593","45,818",43.10,44.75,41.85,42.00,-,1.05,42.00,42.05
6,2303,聯電,"83,199,424","35,367",63.00,64.00,62.70,63.10,+,0.10,63.10,63.20
7,2355,敬鵬,"78,135,193","39,385",42.65,44.40,40.35,41.05,+,0.15,41.05,41.10
8,2618,長榮航,"78,032,302","22,054",26.95,27.80,26.90,27.30,+,0.05,27.30,27.35
9,2603,長榮,"77,568,365","36,578",140.50,144.00,139.00,141.00,+,0.50,141.00,141.50
10,2883,開發金,"73,323,009","12,088",17.05,17.35,17.00,17.20,+,0.10,17.15,17.20
11,3481,群創,"73,235,705","15,767",19.60,19.65,19.25,19.40,-,0.10,19.35,19.40
12,2330,台積電,"72,505,550","64,712",669.00,669.00,646.00,650.00,-,6.00,649.00,650.00
13,6282,康舒,"59,715,019","27,475",38.70,38.90,37.15,37.15,+,0.05,37.15,37.20
14,2883B,開發金乙特,"58,085,524","9,232",9.30,9.33,9.23,9.24,-,0.12,9.24,9.25
15,2305,全友,"51,500,301","7,322",10.40,11.30,10.15,10.65,+,0.15,10.65,10.70
16,2409,友達,"48,738,784","11,322",23.05,23.05,22.70,22.80,-,0.15,22.75,22.80
17,2374,佳能,"46,961,348","20,888",31.05,32.70,29.50,29.75,-,1.15,29.75,29.80
18,00637L,元大滬深300正2,"46,358,376","7,186",21.58,22.03,21.45,21.50,-,0.09,21.49,21.50
19,2344,華邦電,"45,909,021","16,331",31.85,32.20,31.30,31.30,-,0.40,31.30,31.35
20,2498,宏達電,"43,955,282","29,277",84.70,85.20,81.30,81.60,-,3.00,81.50,81.60
