排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"222,190,701","7,908",5.62,5.64,5.59,5.60,-,0.05,5.60,5.61
2,1605,華新,"153,189,016","74,007",34.50,37.50,33.90,36.75,+,2.35,36.75,36.80
3,2603,長榮,"118,906,026","62,039",102.50,103.00,99.50,99.50,-,4.50,99.50,99.60
4,00878,國泰永續高股息,"102,936,813","33,071",17.43,17.43,17.31,17.33,+,0.01,17.32,17.33
5,2303,聯電,"96,761,514","36,378",42.85,43.50,42.80,43.50,+,1.15,43.45,43.50
6,2609,陽明,"79,245,838","49,899",90.60,90.60,87.30,87.50,-,3.60,87.50,87.60
7,2498,宏達電,"71,938,280","34,088",63.80,64.50,59.40,64.50,+,1.30,64.40,64.50
8,00637L,元大滬深300正2,"71,441,872","9,294",17.20,17.48,17.05,17.19,+,0.04,17.19,17.20
9,00900,富邦特選高股息30,"68,084,050","17,551",12.50,12.53,12.36,12.50,+,0.22,12.50,12.51
10,1524,耿鼎,"61,303,182","25,518",25.85,27.05,25.25,26.60,+,0.75,26.60,26.65
11,3035,智原,"59,946,116","36,772",174.50,179.00,173.50,178.00,+,7.50,177.50,178.00
12,3047,訊舟,"59,113,177","18,244",17.30,17.80,16.95,17.25,+,0.45,17.20,17.25
13,3037,欣興,"51,091,803","31,380",160.00,166.00,160.00,163.50,+,5.50,163.00,163.50
14,2834,臺企銀,"46,370,487","11,420",13.00,13.00,12.70,12.80,-,0.15,12.75,12.80
15,6770,力積電,"43,066,594","16,281",35.65,35.90,35.15,35.65,+,0.30,35.60,35.65
16,2618,長榮航,"41,622,876","11,142",31.80,31.85,31.10,31.60,-,0.15,31.55,31.60
17,2027,大成鋼,"40,477,199","20,283",39.65,40.40,39.05,39.90,+,0.75,39.90,39.95
18,2388,威盛,"38,478,932","20,769",82.30,85.20,73.80,83.90,+,2.70,83.80,83.90
19,2419,仲琦,"37,424,938","16,915",28.10,30.45,28.05,30.45,+,2.75,30.45,0.00
20,00673R,期元大S&P原油反1,"35,518,876","2,073",8.37,8.44,8.37,8.44,+,0.15,8.43,8.44
