排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"287,712,580","12,830",6.29,6.34,6.28,6.29,-,0.16,6.29,6.30
2,0056,元大高股息,"114,288,475","42,236",26.25,26.28,25.96,26.27,+,0.60,26.26,26.27
3,2303,聯電,"76,913,355","30,613",36.30,37.70,36.30,37.70,+,2.35,37.65,37.70
4,2618,長榮航,"61,786,371","20,839",28.70,28.85,27.85,27.90,-,0.10,27.90,27.95
5,1605,華新,"59,396,872","25,191",39.95,40.60,39.65,39.75,+,1.05,39.75,39.80
6,2609,陽明,"58,020,208","28,952",65.50,65.70,63.10,63.80,+,0.30,63.70,63.80
7,00637L,元大滬深300正2,"56,678,859","4,989",15.69,15.86,15.66,15.84,+,0.58,15.84,15.85
8,2603,長榮,"50,430,274","21,898",155.00,156.00,149.00,150.50,+,1.00,150.50,151.00
9,2610,華航,"45,960,639","12,615",20.25,20.35,19.75,19.75,+,0.10,19.75,19.80
10,00893,國泰智能電動車,"45,702,918","4,740",11.91,11.94,11.71,11.85,+,0.28,11.84,11.85
11,1714,和桐,"43,601,197","4,298",8.73,9.26,8.73,9.18,+,0.45,9.16,9.18
12,00878,國泰永續高股息,"43,050,156","15,764",16.03,16.13,16.00,16.08,+,0.21,16.07,16.08
13,2330,台積電,"42,455,417","31,696",429.50,432.00,427.00,429.00,+,12.00,428.50,429.00
14,3046,建碁,"41,543,166","24,137",64.00,64.20,57.90,58.30,-,0.10,58.30,58.40
15,00673R,期元大S&P原油反1,"41,341,045","3,072",8.77,8.81,8.75,8.78,-,0.24,8.77,8.78
16,2891,中信金,"37,840,619","7,998",20.10,20.30,20.10,20.15,+,0.45,20.15,20.20
17,3037,欣興,"37,535,292","17,634",123.00,124.00,118.00,122.50,+,5.00,122.50,123.00
18,00671R,富邦NASDAQ反1,"35,393,034","1,910",6.52,6.55,6.49,6.50,-,0.29,6.50,6.51
19,2883,開發金,"33,314,248","9,350",12.00,12.15,11.85,11.90,+,0.10,11.90,11.95
20,1101,台泥,"30,060,356","12,373",33.90,34.20,33.55,33.85,+,0.20,33.85,33.90
