排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"632,140,388","156,119",25.75,26.00,24.20,25.55,+,0.20,25.55,25.60
2,2618,長榮航,"330,402,007","94,349",27.00,27.25,25.50,26.40,-,0.70,26.35,26.40
3,2883,開發金,"221,475,721","47,156",14.60,15.50,14.55,15.30,+,0.80,15.25,15.30
4,2498,宏達電,"179,260,892","75,970",88.10,90.90,83.00,90.90,+,8.20,90.90,0.00
5,2603,長榮,"163,243,075","66,833",112.50,115.00,108.50,111.50,+,2.00,111.50,112.00
6,2388,威盛,"126,790,431","65,396",93.50,99.00,91.20,99.00,+,9.00,99.00,0.00
7,2888,新光金,"116,296,832","18,978",9.89,10.05,9.86,10.00,+,0.12,10.00,10.05
8,2609,陽明,"112,220,024","50,762",108.00,109.50,105.00,106.50,+,0.50,106.50,107.00
9,3062,建漢,"110,178,155","46,686",30.00,31.20,29.30,29.45,+,0.20,29.45,29.50
10,2303,聯電,"108,784,766","41,122",63.30,63.80,62.50,62.60,+,0.40,62.60,62.70
11,2344,華邦電,"90,195,384","32,242",28.80,29.95,28.75,29.35,+,1.00,29.30,29.35
12,00632R,元大台灣50反1,"77,597,707","3,921",5.36,5.39,5.34,5.37,-,0.02,5.37,5.38
13,2436,偉詮電,"65,271,156","34,981",96.20,102.50,96.20,102.50,+,9.10,102.50,0.00
14,2409,友達,"56,743,515","13,004",20.10,20.30,19.90,20.30,+,0.40,20.25,20.30
15,2027,大成鋼,"55,865,507","28,083",49.50,50.60,47.85,48.30,-,1.10,48.30,48.35
16,6443,元晶,"55,529,055","27,062",36.40,36.65,34.50,35.05,-,2.50,35.05,35.10
17,1711,永光,"55,238,098","22,972",28.55,29.40,27.70,28.00,-,0.50,27.95,28.00
18,3481,群創,"54,196,193","12,246",17.10,17.30,17.00,17.20,+,0.20,17.20,17.25
19,2615,萬海,"53,761,524","29,264",160.50,163.00,157.00,159.00,-,0.50,158.50,159.00
20,3037,欣興,"52,134,122","30,145",198.50,206.00,195.50,202.00,+,7.00,202.00,202.50
