排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"177,451,667","56,955",34.20,35.65,34.05,35.50,+,1.30,35.45,35.50
2,1605,華新,"133,246,245","58,357",48.25,48.25,46.60,46.70,-,1.80,46.70,46.75
3,00632R,元大台灣50反1,"106,313,354","5,264",5.49,5.51,5.47,5.48,+,0.03,5.48,5.49
4,2610,華航,"101,441,672","31,248",26.95,27.60,26.80,27.40,+,0.45,27.35,27.40
5,5258,虹堡,"63,022,387","33,214",55.40,58.80,54.90,58.80,+,5.30,58.80,0.00
6,00637L,元大滬深300正2,"55,345,379","6,099",16.08,16.20,15.88,16.07,-,0.03,16.07,16.08
7,8261,富鼎,"51,555,499","29,222",143.50,148.00,136.50,138.50,-,3.50,138.50,139.00
8,2303,聯電,"49,329,799","16,267",50.90,51.00,50.60,50.70,-,0.50,50.70,50.80
9,2340,台亞,"43,428,580","24,710",49.90,52.70,49.55,50.60,+,0.60,50.60,50.70
10,2317,鴻海,"40,493,740","20,147",114.50,116.00,113.50,114.00,-,0.50,113.50,114.00
11,2888,新光金,"39,660,504","10,974",9.17,9.20,9.13,9.15,-,0.06,9.15,9.16
12,2891,中信金,"36,635,226","8,754",26.40,26.75,26.25,26.60,+,0.05,26.55,26.60
13,00673R,期元大S&P原油反1,"36,489,411","2,609",7.42,7.46,7.40,7.44,+,0.12,7.43,7.44
14,2603,長榮,"36,014,719","14,831",143.50,145.00,142.50,144.50,,0.00,144.50,145.00
15,5706,鳳凰,"35,161,370","22,709",71.60,78.90,71.60,75.00,+,3.00,75.00,75.10
16,2883,開發金,"33,922,164","10,624",15.85,15.90,15.75,15.80,-,0.15,15.80,15.85
17,3481,群創,"31,369,657","7,056",14.15,14.35,14.10,14.20,-,0.05,14.20,14.25
18,2409,友達,"30,994,402","6,470",17.60,17.75,17.50,17.70,+,0.10,17.65,17.70
19,3035,智原,"29,824,978","25,024",235.00,238.50,224.50,226.00,-,12.00,226.00,226.50
20,4755,三福化,"29,666,691","21,700",225.50,241.50,222.50,225.50,-,1.00,225.50,226.00
