排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"260,011,814","91,121",62.40,62.70,60.30,61.20,+,1.20,61.10,61.20
2,2603,長榮,"188,060,333","83,019",143.50,145.00,139.00,142.50,-,1.50,142.50,143.00
3,2609,陽明,"150,047,479","69,383",138.50,142.00,134.00,140.00,+,1.50,140.00,140.50
4,2615,萬海,"131,111,184","77,912",260.50,262.50,249.50,258.00,-,4.00,257.50,258.00
5,2002,中鋼,"115,810,244","38,080",36.20,37.65,35.90,36.35,+,0.35,36.35,36.40
6,00632R,元大台灣50反1,"112,162,863","4,531",5.57,5.64,5.56,5.61,-,0.01,5.60,5.61
7,3481,群創,"109,704,426","23,976",17.30,17.40,17.10,17.10,-,0.05,17.10,17.15
8,2409,友達,"92,935,027","20,931",18.20,18.20,17.85,17.90,-,0.10,17.90,17.95
9,5608,四維航,"91,783,942","46,355",67.20,68.80,65.70,66.60,+,0.90,66.60,66.70
10,2027,大成鋼,"91,631,048","40,780",48.50,52.20,48.05,49.00,+,0.90,49.00,49.05
11,4919,新唐,"86,573,207","52,201",161.00,164.50,155.50,158.00,-,0.50,157.50,158.00
12,2014,中鴻,"81,207,984","29,733",44.35,48.15,44.15,46.00,X,0.00,46.00,46.05
13,2371,大同,"81,047,451","20,654",28.40,29.10,28.20,28.30,+,0.05,28.30,28.35
14,2614,東森,"72,817,175","30,143",40.00,40.00,35.60,35.70,-,1.05,35.70,35.75
15,4739,康普,"55,587,230","30,012",121.00,130.50,120.00,125.00,+,6.00,124.50,125.00
16,00715L,期街口布蘭特正2,"54,748,294","3,358",8.22,8.23,8.16,8.17,+,0.15,8.17,8.18
17,2610,華航,"54,628,636","12,166",17.60,17.65,17.05,17.05,-,0.25,17.05,17.10
18,2605,新興,"51,721,998","25,899",43.15,45.00,42.60,42.75,-,0.35,42.75,42.80
19,8215,明基材,"51,143,706","27,350",39.00,41.50,38.80,39.80,+,1.85,39.80,39.85
20,00637L,元大滬深300正2,"50,792,371","8,475",20.83,20.83,19.92,19.99,-,0.75,19.99,20.00
