排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"194,752,527","38,251",17.50,17.80,17.00,17.00,-,0.25,17.00,17.05
2,2409,友達,"194,235,117","35,637",18.40,18.65,17.65,17.65,-,0.45,17.65,17.70
3,00632R,元大台灣50反1,"133,863,521","5,685",5.61,5.66,5.57,5.58,-,0.05,5.58,5.59
4,2303,聯電,"120,964,563","48,846",63.30,64.40,62.50,64.00,+,1.00,64.00,64.10
5,1305,華夏,"86,828,251","37,265",47.50,47.70,45.35,46.30,+,0.15,46.25,46.30
6,2436,偉詮電,"85,505,288","51,219",91.60,93.60,85.80,85.90,-,4.60,85.90,86.00
7,2603,長榮,"79,747,744","31,696",125.00,127.00,123.00,126.00,+,3.00,125.50,126.00
8,2002,中鋼,"79,164,177","26,768",35.40,36.40,35.35,36.30,+,1.10,36.30,36.35
9,1308,亞聚,"73,607,317","35,860",49.60,49.90,45.65,45.95,-,2.65,45.95,46.00
10,2610,華航,"63,707,877","16,895",16.75,17.40,16.75,17.20,+,0.45,17.15,17.20
11,1409,新纖,"59,840,287","20,790",20.60,21.80,20.50,20.50,+,0.25,20.50,20.55
12,1304,台聚,"58,638,462","27,822",40.25,40.90,37.70,37.70,-,2.20,37.70,37.75
13,2605,新興,"57,347,746","24,815",37.35,39.85,36.45,39.85,+,3.60,39.85,0.00
14,1455,集盛,"56,144,790","14,153",19.60,21.35,19.55,21.35,+,1.90,21.35,0.00
15,1440,南紡,"51,027,955","14,106",25.00,26.20,24.80,26.20,+,2.35,26.20,0.00
16,2371,大同,"50,739,999","16,832",32.75,33.10,32.40,32.70,+,0.05,32.70,32.75
17,3062,建漢,"49,771,939","17,889",20.55,22.50,20.55,21.05,+,0.50,21.00,21.05
18,2609,陽明,"48,131,235","21,599",118.00,120.00,116.50,119.50,+,3.00,119.00,119.50
19,1444,力麗,"47,420,397","8,515",11.80,12.65,11.70,12.65,+,1.15,12.65,0.00
20,2606,裕民,"43,114,013","20,660",64.10,68.60,63.50,68.60,+,6.20,68.60,0.00
