排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"504,007,689","126,890",26.85,28.70,26.80,27.45,+,0.75,27.45,27.50
2,2618,長榮航,"479,760,954","122,967",29.70,31.95,29.60,31.25,+,2.15,31.20,31.25
3,3481,群創,"106,337,927","37,241",16.95,17.00,16.70,16.70,-,0.20,16.70,16.75
4,2303,聯電,"100,850,321","44,846",53.00,54.30,53.00,53.50,+,0.50,53.40,53.50
5,2409,友達,"91,513,885","31,509",21.10,21.10,20.40,20.40,-,0.55,20.40,20.45
6,2883,開發金,"89,638,164","24,925",19.25,19.65,19.10,19.15,-,0.05,19.15,19.20
7,00632R,元大台灣50反1,"79,890,345","4,074",5.16,5.18,5.13,5.17,+,0.01,5.17,5.18
8,2603,長榮,"67,159,205","27,064",131.50,133.00,130.00,132.00,+,2.00,131.50,132.00
9,00878,國泰永續高股息,"61,490,643","19,073",19.50,19.59,19.41,19.44,-,0.04,19.44,19.45
10,2834,臺企銀,"57,672,432","14,932",11.15,11.30,11.15,11.20,,0.00,11.15,11.20
11,2888,新光金,"57,203,725","9,374",11.30,11.45,11.25,11.25,-,0.05,11.25,11.30
12,3714,富采,"56,073,266","35,062",100.50,102.00,95.30,95.30,-,4.70,95.30,95.40
13,3059,華晶科,"54,046,422","28,473",49.20,51.50,48.50,49.65,+,1.85,49.60,49.65
14,3035,智原,"46,817,816","33,296",232.50,242.50,228.50,232.00,+,1.00,231.50,232.00
15,1709,和益,"45,744,800","18,543",26.35,28.90,26.20,28.90,+,2.60,28.90,0.00
16,2891,中信金,"42,178,039","16,591",28.60,28.65,28.10,28.15,-,0.50,28.15,28.20
17,00893,國泰智能電動車,"41,115,395","14,206",14.40,14.46,14.38,14.38,-,0.02,14.37,14.38
18,00715L,期街口布蘭特正2,"37,848,444","3,029",15.50,15.56,15.27,15.36,-,0.03,15.36,15.37
19,2615,萬海,"36,556,366","32,409",182.00,183.50,178.00,178.50,-,1.50,178.50,179.00
20,00637L,元大滬深300正2,"35,712,405","6,737",19.69,19.96,19.57,19.70,-,0.08,19.70,19.71
