排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"209,729,215","97,443",88.30,96.80,88.20,95.30,+,6.10,95.20,95.30
2,2498,宏達電,"155,135,028","72,630",52.00,54.50,51.10,53.00,+,0.50,52.90,53.00
3,2303,聯電,"122,369,701","43,202",58.00,59.40,57.30,59.40,+,1.10,59.30,59.40
4,2609,陽明,"118,776,441","59,047",84.00,91.30,83.60,89.50,+,4.40,89.50,89.60
5,3062,建漢,"87,541,177","28,785",21.80,22.95,21.30,22.95,+,2.05,22.95,0.00
6,00632R,元大台灣50反1,"85,576,203","2,847",5.59,5.62,5.55,5.57,,0.00,5.56,5.57
7,3035,智原,"79,405,960","45,588",169.00,176.00,166.50,176.00,+,9.50,176.00,176.50
8,3481,群創,"79,121,009","13,742",14.85,15.30,14.85,15.25,+,0.20,15.25,15.30
9,2615,萬海,"69,985,229","39,947",150.00,162.00,149.00,157.50,+,5.00,157.50,158.00
10,3037,欣興,"56,328,253","32,680",143.00,153.00,142.50,150.50,+,7.00,150.00,150.50
11,1711,永光,"55,802,561","22,625",25.00,27.10,24.70,26.55,+,1.55,26.50,26.55
12,0056,元大高股息,"53,827,225","31,386",30.83,30.88,30.68,30.86,+,0.02,30.86,30.87
13,3017,奇鋐,"52,401,389","30,682",85.30,86.50,82.70,84.30,-,0.70,84.30,84.40
14,2340,光磊,"49,864,238","23,933",34.75,37.80,34.70,37.20,+,2.20,37.15,37.20
15,1727,中華化,"49,595,199","24,820",46.50,48.90,44.15,46.95,+,0.95,46.95,47.00
16,2481,強茂,"42,383,426","27,540",102.00,107.00,100.50,105.50,+,4.00,105.50,106.00
17,2888,新光金,"39,199,724","5,759",9.80,9.90,9.77,9.88,+,0.05,9.87,9.88
18,00637L,元大滬深300正2,"38,771,161","5,808",23.51,23.51,23.08,23.28,-,0.34,23.28,23.29
19,2409,友達,"33,347,151","8,005",16.80,17.15,16.75,17.15,+,0.30,17.10,17.15
20,00715L,期街口布蘭特正2,"31,912,686","3,385",12.07,12.27,12.07,12.18,+,0.45,12.18,12.19
