排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"171,292,407","36,827",19.30,19.75,19.20,19.60,+,0.30,19.60,19.65
2,2610,華航,"130,396,011","31,894",26.20,26.90,25.95,26.75,+,0.55,26.75,26.80
3,2014,中鴻,"129,699,164","59,636",42.55,44.70,42.20,44.05,+,2.35,44.05,44.10
4,2883,開發金,"124,177,596","27,728",16.85,16.95,16.55,16.55,-,0.30,16.55,16.60
5,2409,友達,"116,017,530","26,123",23.10,23.25,22.85,22.85,-,0.25,22.85,22.90
6,2002,中鋼,"115,622,690","37,043",35.90,36.35,35.60,35.60,+,0.15,35.60,35.65
7,00715L,期街口布蘭特正2,"101,463,003","13,336",8.84,8.90,8.60,8.63,-,0.66,8.62,8.63
8,6443,元晶,"95,044,430","47,589",43.50,44.30,41.65,41.85,-,0.05,41.80,41.85
9,2603,長榮,"90,051,632","36,204",141.00,142.50,136.50,139.00,-,1.50,138.50,139.00
10,2618,長榮航,"86,703,951","25,135",26.45,27.40,26.10,27.25,+,0.85,27.20,27.25
11,00632R,元大台灣50反1,"86,283,988","3,175",5.29,5.33,5.27,5.32,+,0.05,5.31,5.32
12,2498,宏達電,"77,376,108","39,077",80.40,86.30,80.10,84.90,+,4.10,84.80,84.90
13,2303,聯電,"64,252,312","26,938",62.30,62.60,62.00,62.20,-,0.10,62.20,62.30
14,1440,南紡,"59,744,098","26,117",26.50,26.85,25.80,26.25,-,0.15,26.25,26.30
15,3035,智原,"55,602,613","35,261",226.00,234.00,216.50,217.00,-,8.50,216.50,217.00
16,2615,萬海,"47,035,238","32,953",201.00,203.50,194.00,199.00,-,1.00,199.00,199.50
17,6116,彩晶,"45,528,449","14,277",16.85,17.30,16.75,17.15,+,0.25,17.15,17.20
18,2609,陽明,"44,854,340","18,833",123.50,124.50,120.50,122.00,-,1.50,122.00,122.50
19,2888,新光金,"44,847,907","6,894",10.55,10.60,10.45,10.55,-,0.05,10.50,10.55
20,2103,台橡,"43,962,833","16,080",38.70,41.80,38.60,41.80,+,3.80,41.80,0.00
