排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"672,888,933","277,241",126.50,133.00,116.50,131.50,+,5.00,131.00,131.50
2,2609,陽明,"485,289,013","220,537",123.00,125.00,110.50,118.00,-,4.50,118.00,118.50
3,00632R,元大台灣50反1,"368,762,082","14,747",5.62,5.74,5.61,5.67,+,0.07,5.67,5.68
4,2615,萬海,"219,304,693","125,838",207.50,225.50,199.00,225.50,+,20.50,225.50,0.00
5,2303,聯電,"199,999,316","68,871",52.40,52.60,50.50,51.80,-,1.30,51.70,51.80
6,3481,群創,"190,493,483","43,743",18.70,19.40,18.00,19.15,+,0.40,19.10,19.15
7,2409,友達,"175,180,682","41,215",20.35,21.30,19.80,21.25,+,0.75,21.20,21.25
8,2883,開發金,"105,353,519","20,960",13.85,13.90,13.55,13.85,-,0.10,13.80,13.85
9,2344,華邦電,"101,304,478","39,820",33.30,33.45,30.95,32.00,-,1.65,31.95,32.00
10,2888,新光金,"99,672,017","14,082",9.76,9.76,9.62,9.67,-,0.11,9.67,9.68
11,6116,彩晶,"96,122,504","22,389",19.25,19.60,18.50,19.10,-,0.40,19.10,19.15
12,00637L,元大滬深300正2,"94,211,945","15,518",20.00,20.83,19.81,20.56,-,0.81,20.56,20.57
13,2034,允強,"75,042,919","35,005",43.15,45.00,41.80,42.20,+,1.00,42.20,42.25
14,2882,國泰金,"70,710,721","22,678",54.40,54.50,53.10,53.80,-,1.20,53.80,53.90
15,2002,中鋼,"66,170,519","24,872",35.15,35.75,34.80,35.30,+,0.10,35.25,35.30
16,2401,凌陽,"63,885,498","31,440",42.85,43.80,39.10,42.45,-,0.95,42.40,42.45
17,2030,彰源,"60,761,742","27,834",42.15,44.25,40.10,42.60,+,1.60,42.60,42.65
18,2027,大成鋼,"60,594,842","28,107",52.40,53.70,50.50,51.30,-,0.30,51.30,51.40
19,2337,旺宏,"59,902,500","25,617",42.50,43.00,40.70,41.15,-,1.75,41.15,41.20
20,3006,晶豪科,"58,672,226","36,758",195.50,197.00,175.00,175.00,-,19.00,0.00,175.00
