排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"657,294,588","150,922",28.30,30.05,28.20,30.05,+,2.30,30.05,30.10
2,2618,長榮航,"351,325,530","88,840",26.05,28.35,26.00,28.35,+,2.55,28.30,28.35
3,2888,新光金,"175,772,809","24,835",11.35,11.70,11.35,11.40,+,0.15,11.40,11.45
4,2340,光磊,"134,230,324","65,103",59.30,61.40,58.10,59.90,+,1.90,59.90,60.00
5,2014,中鴻,"99,705,090","43,032",35.70,38.35,35.70,37.40,+,2.20,37.35,37.40
6,2303,聯電,"93,507,208","39,210",62.70,63.40,62.50,63.10,-,0.10,63.10,63.20
7,1314,中石化,"81,570,668","14,457",13.45,13.70,13.40,13.65,+,0.30,13.65,13.70
8,2883,開發金,"74,185,411","16,924",17.00,17.10,16.70,16.80,,0.00,16.80,16.85
9,3481,群創,"72,853,247","17,154",18.65,18.85,18.45,18.65,+,0.15,18.60,18.65
10,2603,長榮,"69,700,559","28,299",120.00,121.00,118.00,120.00,+,0.50,119.50,120.00
11,2371,大同,"66,063,670","22,896",38.35,38.50,36.95,37.60,-,0.15,37.60,37.65
12,2498,宏達電,"64,804,316","35,418",79.60,81.00,78.10,79.40,+,1.00,79.40,79.50
13,00715L,期街口布蘭特正2,"64,606,763","5,946",11.08,11.29,11.08,11.21,+,0.70,11.21,11.22
14,2002,中鋼,"63,766,794","22,708",33.35,33.95,33.20,33.80,+,0.70,33.80,33.85
15,2027,大成鋼,"63,354,023","31,156",45.90,47.95,45.60,47.05,+,1.40,47.05,47.10
16,2409,友達,"61,650,979","16,926",21.00,21.25,20.90,21.15,+,0.10,21.15,21.20
17,6443,元晶,"53,871,564","24,696",37.30,39.30,37.20,38.50,+,0.90,38.50,38.55
18,1727,中華化,"53,577,719","25,763",59.00,61.00,54.00,54.10,-,2.60,54.10,54.20
19,00632R,元大台灣50反1,"50,082,926","2,624",5.33,5.34,5.31,5.32,-,0.01,5.32,5.33
20,2393,億光,"48,776,078","26,182",57.70,59.00,53.50,54.00,-,3.30,54.00,54.10
