排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"357,014,781","16,167",6.49,6.52,6.43,6.47,-,0.19,6.47,6.48
2,2618,長榮航,"219,837,846","63,313",25.20,25.45,23.70,24.35,-,0.80,24.30,24.35
3,2610,華航,"183,993,489","46,292",17.70,17.80,16.60,16.90,-,0.55,16.90,16.95
4,3481,群創,"125,894,005","25,466",11.90,12.40,11.85,12.25,+,0.65,12.25,12.30
5,2303,聯電,"119,588,359","40,766",38.10,38.75,37.80,38.70,+,2.30,38.65,38.70
6,00637L,元大滬深300正2,"116,082,188","10,092",15.06,15.70,14.99,15.68,+,0.81,15.68,15.69
7,2609,陽明,"65,445,711","29,217",61.20,64.00,60.20,62.80,+,3.50,62.80,62.90
8,2409,友達,"64,127,019","13,280",17.10,17.45,16.95,17.15,+,0.35,17.15,17.20
9,2330,台積電,"59,841,064","54,666",414.50,416.00,409.00,412.00,+,17.00,412.00,412.50
10,1101,台泥,"58,923,074","16,716",33.00,33.05,32.40,32.40,-,0.25,32.40,32.45
11,0056,元大高股息,"54,389,495","22,536",25.97,26.06,25.80,25.91,+,0.38,25.91,25.92
12,2603,長榮,"52,345,707","25,152",149.50,154.00,146.50,152.50,+,8.00,152.00,152.50
13,00673R,期元大S&P原油反1,"51,702,934","4,766",8.37,8.39,8.30,8.33,-,0.20,8.33,8.34
14,2883,開發金,"48,418,386","16,276",11.90,12.05,11.60,11.65,-,0.05,11.65,11.70
15,2388,威盛,"44,738,447","21,606",64.80,66.00,62.20,64.00,+,4.00,64.00,64.10
16,2884,玉山金,"44,572,342","22,243",23.90,24.05,23.55,23.55,-,0.20,23.55,23.60
17,00671R,富邦NASDAQ反1,"43,741,878","2,010",6.69,6.70,6.63,6.66,-,0.19,6.65,6.66
18,00878,國泰永續高股息,"43,073,199","20,422",15.89,15.89,15.70,15.70,+,0.07,15.70,15.71
19,074025,臺股指元大24購11,"42,011,000",476,0.09,0.12,0.09,0.11,+,0.04,0.10,0.11
20,2891,中信金,"40,571,529","10,518",19.85,20.00,19.80,19.80,+,0.15,19.80,19.85
