排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"170,291,122","7,588",5.79,5.83,5.78,5.81,-,0.05,5.80,5.81
2,00637L,元大滬深300正2,"123,117,772","19,789",17.83,18.07,17.25,17.35,-,0.60,17.35,17.36
3,2603,長榮,"122,869,864","57,416",93.90,96.80,93.80,95.50,+,3.50,95.40,95.50
4,6770,力積電,"112,147,375","50,470",36.35,36.35,35.10,35.25,-,3.00,35.25,35.30
5,2303,聯電,"109,441,619","39,585",39.50,40.20,39.40,40.15,+,1.35,40.10,40.15
6,2498,宏達電,"97,658,785","48,070",66.00,67.00,64.30,65.10,-,0.30,65.10,65.20
7,3481,群創,"93,750,411","15,416",10.40,10.50,10.15,10.30,-,0.15,10.25,10.30
8,2409,友達,"81,440,802","15,076",13.25,13.40,13.00,13.35,+,0.10,13.30,13.35
9,2609,陽明,"80,505,323","40,454",87.90,90.40,87.80,89.60,+,3.10,89.50,89.60
10,2419,仲琦,"76,482,919","33,698",28.50,31.00,28.05,29.60,+,1.35,29.60,29.65
11,3037,欣興,"75,510,359","46,419",158.00,162.00,156.50,158.50,-,3.50,158.50,159.00
12,1524,耿鼎,"69,458,936","23,369",21.65,23.55,21.60,23.55,+,2.10,23.55,0.00
13,1522,堤維西,"58,573,308","28,675",30.50,32.15,30.35,31.65,+,1.80,31.65,31.70
14,4414,如興,"53,082,776","5,809",2.90,3.00,2.90,2.90,-,0.32,0.00,2.90
15,1513,中興電,"51,647,049","28,673",57.30,58.50,56.10,58.20,+,1.50,58.10,58.20
16,2618,長榮航,"47,253,352","11,664",34.00,34.15,33.80,33.90,+,0.30,33.90,33.95
17,2891,中信金,"42,051,575","9,970",23.45,23.50,22.75,22.95,-,0.25,22.90,22.95
18,1605,華新,"41,191,869","18,943",34.60,34.70,33.60,33.90,-,0.30,33.90,33.95
19,2834,臺企銀,"38,668,084","7,167",12.50,12.50,12.35,12.40,,0.00,12.35,12.40
20,2884,玉山金,"35,528,349","20,476",27.80,27.80,27.00,27.50,-,0.15,27.45,27.50
