排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"395,616,714","92,796",20.10,21.25,19.85,21.00,+,1.45,20.95,21.00
2,2603,長榮,"353,687,168","145,829",118.50,124.00,114.50,124.00,+,10.00,123.50,124.00
3,2618,長榮航,"319,064,171","80,353",22.50,23.70,21.95,23.50,+,1.90,23.45,23.50
4,3481,群創,"228,287,815","49,177",18.35,18.50,17.80,18.45,+,0.20,18.40,18.45
5,1711,永光,"213,978,645","74,606",30.00,31.50,27.50,27.50,-,1.85,27.50,27.55
6,2303,聯電,"207,964,234","82,065",60.70,62.50,60.50,62.50,+,2.10,62.40,62.50
7,2609,陽明,"197,241,511","79,205",112.50,118.00,107.00,118.00,+,10.50,118.00,0.00
8,2409,友達,"182,910,950","41,091",20.85,21.40,20.30,21.10,+,0.40,21.05,21.10
9,2027,大成鋼,"117,398,288","33,187",44.35,46.35,44.25,46.35,+,4.20,46.35,0.00
10,00632R,元大台灣50反1,"109,716,325","6,114",5.45,5.45,5.41,5.41,-,0.04,5.41,5.42
11,2002,中鋼,"98,530,499","34,666",33.55,34.50,33.50,34.40,+,1.30,34.35,34.40
12,1727,中華化,"89,404,790","40,503",53.70,55.80,47.90,48.85,-,2.75,48.85,48.90
13,1721,三晃,"86,661,735","30,144",21.20,21.50,19.75,21.15,+,1.60,21.10,21.15
14,2615,萬海,"79,147,995","45,477",183.00,193.00,177.00,190.00,+,12.00,189.50,190.00
15,2388,威盛,"72,421,213","37,610",68.60,76.50,68.60,76.50,+,6.90,76.50,0.00
16,2376,技嘉,"63,632,591","33,725",125.00,135.00,123.50,133.50,+,9.50,133.00,133.50
17,2014,中鴻,"57,273,104","24,065",34.85,36.70,34.80,36.25,+,1.95,36.25,36.30
18,6443,元晶,"57,264,640","25,657",38.50,39.20,37.60,37.60,,0.00,37.60,37.65
19,00882,中信中國高股息,"53,808,379","21,098",13.74,13.81,13.68,13.71,-,0.15,13.70,13.71
20,2371,大同,"53,767,752","19,496",34.35,35.15,34.30,34.60,+,0.40,34.60,34.65
