排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"253,761,169","96,522",51.00,53.00,50.30,52.50,+,4.25,52.50,52.60
2,0056,元大高股息,"148,804,731","75,623",30.71,30.87,30.59,30.84,X,0.00,30.83,30.84
3,2603,長榮,"137,313,890","68,314",92.90,93.30,89.00,89.20,-,3.00,89.20,89.30
4,2609,陽明,"108,029,760","55,677",89.60,90.00,84.60,85.10,-,4.20,85.10,85.20
5,3481,群創,"105,704,085","24,980",15.45,15.50,15.00,15.05,-,0.40,15.05,15.10
6,2303,聯電,"104,075,473","37,433",58.00,58.50,57.20,58.30,+,0.30,58.20,58.30
7,00632R,元大台灣50反1,"83,870,280","2,691",5.57,5.61,5.56,5.57,-,0.01,5.57,5.58
8,3017,奇鋐,"72,963,671","33,467",79.00,85.00,78.70,85.00,+,7.70,84.90,85.00
9,3035,智原,"66,503,905","36,260",153.00,166.50,152.50,166.50,+,15.00,166.50,0.00
10,2888,新光金,"59,991,132","9,631",9.92,9.95,9.78,9.83,-,0.08,9.82,9.83
11,2409,友達,"59,477,297","13,799",17.00,17.10,16.80,16.85,-,0.35,16.85,16.90
12,00637L,元大滬深300正2,"56,231,545","9,194",22.86,23.77,22.86,23.62,+,0.79,23.61,23.62
13,4919,新唐,"50,815,862","34,144",138.00,144.00,137.50,144.00,+,8.00,143.50,144.00
14,1727,中華化,"49,220,377","23,895",49.00,50.50,46.00,46.00,-,2.80,46.00,46.05
15,2615,萬海,"49,126,196","28,131",160.00,161.00,152.00,152.50,-,6.50,152.50,153.00
16,2371,大同,"45,652,816","16,977",34.80,35.00,34.10,34.25,-,0.45,34.20,34.25
17,3037,欣興,"43,985,793","22,899",145.00,147.00,141.50,143.50,+,1.50,143.50,144.00
18,2014,中鴻,"42,806,994","20,124",36.70,36.70,33.55,33.70,-,3.20,33.70,33.75
19,2002,中鋼,"42,377,438","14,490",34.00,34.00,33.15,33.30,-,0.60,33.30,33.35
20,2023,燁輝,"40,451,350","16,564",26.40,26.40,24.00,24.30,-,2.30,24.30,24.35
