排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"333,171,052","83,548",25.40,26.80,25.20,26.20,+,0.60,26.15,26.20
2,2603,長榮,"254,620,237","116,400",124.50,133.50,123.50,129.00,+,5.00,128.50,129.00
3,2618,長榮航,"230,042,524","60,872",26.00,28.00,25.95,27.35,+,0.95,27.35,27.40
4,2609,陽明,"155,773,014","73,895",109.00,116.50,108.50,112.50,+,4.50,112.00,112.50
5,2303,聯電,"146,741,680","69,929",54.60,55.90,54.60,55.40,+,0.90,55.40,55.50
6,00632R,元大台灣50反1,"138,740,303","5,659",5.16,5.17,5.15,5.16,-,0.03,5.16,5.17
7,2883,開發金,"109,837,707","25,337",19.10,19.30,18.90,19.25,+,0.15,19.20,19.25
8,00637L,元大滬深300正2,"98,527,787","18,557",19.97,19.97,19.00,19.38,-,0.57,19.37,19.38
9,2888,新光金,"90,226,312","13,351",11.40,11.50,11.25,11.40,,0.00,11.40,11.45
10,2615,萬海,"74,637,838","41,701",162.00,178.00,161.00,172.00,+,10.00,171.50,172.00
11,2891,中信金,"73,392,509","24,472",28.60,28.95,28.15,28.70,+,0.20,28.70,28.75
12,2409,友達,"68,230,567","18,624",20.70,20.95,20.60,20.70,-,0.15,20.70,20.75
13,2344,華邦電,"67,238,829","24,224",30.50,32.30,30.45,31.85,+,1.45,31.80,31.85
14,3481,群創,"63,594,172","17,614",17.35,17.35,17.10,17.20,-,0.15,17.20,17.25
15,2002,中鋼,"48,681,847","14,353",34.25,34.60,34.00,34.50,+,0.25,34.45,34.50
16,3035,智原,"47,826,432","30,754",210.00,230.00,206.00,224.00,+,14.50,223.50,224.00
17,2317,鴻海,"43,806,303","18,295",104.00,106.00,103.00,105.50,+,2.50,105.50,106.00
18,2330,台積電,"43,786,259","40,026",645.00,645.00,628.00,628.00,-,7.00,628.00,629.00
19,3714,富采,"41,720,467","24,461",93.40,96.30,92.30,94.80,+,1.40,94.80,94.90
20,2886,兆豐金,"39,614,830","17,202",38.10,39.00,38.00,38.95,+,0.95,38.90,38.95
