排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2371,大同,"396,887,949","113,688",35.00,35.60,32.75,34.10,-,0.70,34.05,34.10
2,2603,長榮,"188,049,516","82,939",129.50,135.50,129.50,134.00,+,6.50,133.50,134.00
3,3481,群創,"141,703,035","20,318",16.45,16.80,16.40,16.50,+,0.20,16.50,16.55
4,2303,聯電,"128,088,567","53,751",66.00,67.10,65.80,67.00,+,1.80,66.90,67.00
5,2409,友達,"127,904,559","23,120",16.90,17.60,16.75,17.50,+,0.65,17.45,17.50
6,2002,中鋼,"120,880,537","38,032",36.45,36.50,36.00,36.00,-,0.15,36.00,36.05
7,00632R,元大台灣50反1,"95,514,797","4,280",5.50,5.51,5.47,5.49,-,0.05,5.49,5.50
8,2609,陽明,"93,202,433","43,364",123.50,128.00,123.00,126.50,+,5.00,126.50,127.00
9,2486,一詮,"88,180,048","44,492",60.80,65.00,60.80,62.30,+,2.40,62.30,62.40
10,1711,永光,"81,319,971","30,058",27.00,27.50,25.45,25.55,-,1.25,25.55,25.60
11,1304,台聚,"77,702,291","33,017",38.45,39.60,38.15,38.95,+,1.05,38.90,38.95
12,1308,亞聚,"69,570,065","30,344",45.35,46.40,43.70,46.20,+,1.55,46.15,46.20
13,3035,智原,"57,518,940","34,726",118.50,122.50,116.00,118.00,+,2.50,118.00,118.50
14,00637L,元大滬深300正2,"55,160,795","9,261",20.01,20.73,19.87,20.49,+,0.54,20.48,20.49
15,2615,萬海,"48,482,033","26,952",210.00,217.50,209.00,215.00,+,7.50,215.00,215.50
16,1909,榮成,"47,684,438","16,432",26.90,28.90,26.85,27.50,+,1.20,27.50,27.55
17,2883,開發金,"47,141,886","9,212",14.20,14.25,14.00,14.10,,0.00,14.05,14.10
18,4919,新唐,"42,825,523","26,487",126.50,136.50,126.50,135.00,+,10.50,135.00,135.50
19,3017,奇鋐,"41,738,123","25,013",84.40,85.40,81.60,83.70,+,0.40,83.70,83.80
20,2368,金像電,"39,548,221","22,922",76.00,77.20,73.00,73.20,-,2.00,73.20,73.30
