排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"331,134,727","127,495",97.10,105.00,95.80,103.00,+,0.50,103.00,103.50
2,00632R,元大台灣50反1,"254,304,459","10,871",5.83,5.86,5.74,5.75,,0.00,5.75,5.76
3,2609,陽明,"203,335,863","97,812",91.30,101.00,90.70,98.20,+,1.00,98.20,98.30
4,2303,聯電,"190,242,195","74,444",58.70,61.30,58.00,61.10,+,0.30,61.10,61.20
5,3481,群創,"166,044,637","26,415",16.35,17.20,16.30,16.95,+,0.45,16.90,16.95
6,2409,友達,"154,727,413","33,860",16.60,17.95,16.50,17.85,+,1.05,17.85,17.90
7,2615,萬海,"132,586,687","68,837",158.00,176.00,155.00,173.00,+,7.50,173.00,173.50
8,2002,中鋼,"98,790,544","24,623",34.85,35.60,34.55,35.60,+,0.60,35.55,35.60
9,2371,大同,"90,121,304","26,728",31.85,33.55,31.80,33.45,+,1.10,33.45,33.50
10,1711,永光,"80,264,410","30,134",23.10,25.70,23.10,24.75,+,0.75,24.75,24.80
11,2606,裕民,"64,134,573","29,114",64.50,66.00,62.50,66.00,+,0.10,65.90,66.00
12,1308,亞聚,"62,698,405","27,454",43.45,48.00,43.35,47.05,+,3.30,47.00,47.05
13,2888,新光金,"52,381,066","8,228",9.18,9.18,9.07,9.18,,0.00,9.17,9.18
14,2883,開發金,"48,875,195","9,606",13.90,14.00,13.80,13.95,+,0.05,13.90,13.95
15,3035,智原,"43,809,827","25,570",106.50,112.50,102.50,112.00,+,3.00,111.50,112.00
16,2317,鴻海,"43,345,161","24,840",102.00,102.50,101.00,101.50,-,1.50,101.00,101.50
17,2618,長榮航,"42,865,825","10,454",18.30,18.80,18.05,18.70,+,0.20,18.70,18.75
18,1304,台聚,"41,039,202","17,316",35.85,38.00,35.60,37.80,+,2.05,37.75,37.80
19,2891,中信金,"40,602,598","8,609",22.30,22.50,22.20,22.45,+,0.05,22.40,22.45
20,00881,國泰台灣5G+,"39,963,743","19,812",16.54,16.67,16.38,16.64,-,0.03,16.64,16.65
