排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"465,490,783","138,820",36.20,37.60,35.95,37.35,+,2.10,37.30,37.35
2,2610,華航,"364,525,970","100,407",28.95,29.20,28.40,28.85,+,0.65,28.85,28.90
3,1605,華新,"288,225,039","92,631",35.55,37.40,35.30,37.20,+,2.90,37.20,37.25
4,2834,臺企銀,"160,448,858","43,219",13.60,13.60,13.00,13.05,-,0.55,13.05,13.10
5,1708,東鹼,"109,950,795","53,909",67.20,69.40,66.10,67.80,+,1.40,67.80,67.90
6,00632R,元大台灣50反1,"99,449,675","2,959",5.29,5.32,5.29,5.31,+,0.01,5.31,5.32
7,2884,玉山金,"80,484,569","39,694",35.30,35.30,33.00,33.35,-,1.90,33.35,33.40
8,2344,華邦電,"79,510,378","33,302",28.50,28.50,27.15,27.30,-,1.15,27.30,27.35
9,2888,新光金,"75,527,923","13,529",10.95,10.95,10.60,10.65,-,0.25,10.65,10.70
10,2883,開發金,"74,437,219","37,284",19.70,19.75,19.15,19.20,-,0.45,19.20,19.25
11,2603,長榮,"73,856,909","33,530",140.50,142.00,138.00,138.00,-,2.00,138.00,138.50
12,2027,大成鋼,"71,354,440","30,547",53.60,55.00,53.20,54.00,+,1.00,53.90,54.00
13,00637L,元大滬深300正2,"67,530,144","8,000",17.08,17.46,16.96,17.31,+,0.29,17.31,17.32
14,2303,聯電,"63,831,087","30,919",49.00,49.05,48.20,48.25,-,0.25,48.20,48.25
15,6443,元晶,"57,035,494","28,812",44.95,45.20,43.30,44.20,-,0.70,44.20,44.25
16,2891,中信金,"55,672,215","22,529",30.35,30.35,29.45,29.45,-,0.90,29.45,29.50
17,6235,華孚,"46,613,393","21,509",38.55,42.15,38.50,42.15,+,3.80,42.15,0.00
18,2609,陽明,"42,501,887","20,581",126.00,126.00,122.00,122.00,-,2.50,122.00,122.50
19,2409,友達,"40,479,054","16,479",19.60,19.75,19.40,19.45,-,0.10,19.40,19.45
20,1717,長興,"40,336,146","19,435",37.15,40.20,37.05,39.40,+,2.30,39.35,39.40
