排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"278,320,577","42,523",10.85,11.40,10.80,11.25,+,0.45,11.20,11.25
2,1314,中石化,"188,952,943","36,179",12.10,13.35,12.05,13.35,+,1.20,13.35,0.00
3,2618,長榮航,"126,409,826","39,760",32.00,33.10,31.90,33.00,+,0.75,32.95,33.00
4,00637L,元大滬深300正2,"120,615,815","15,251",16.36,17.34,16.31,17.18,+,0.68,17.17,17.18
5,2610,華航,"118,999,224","34,148",26.40,27.20,26.25,27.20,+,0.55,27.15,27.20
6,1708,東鹼,"111,058,535","51,857",56.80,58.80,56.10,57.80,+,2.20,57.80,57.90
7,00632R,元大台灣50反1,"95,524,465","3,987",5.26,5.27,5.23,5.23,+,0.02,5.23,5.24
8,2344,華邦電,"88,332,899","42,735",30.85,30.85,29.85,30.05,-,1.15,30.05,30.10
9,2303,聯電,"84,161,916","38,776",53.10,53.10,52.50,52.90,-,1.10,52.80,52.90
10,2409,友達,"70,674,556","20,664",19.75,19.75,19.55,19.70,-,0.15,19.65,19.70
11,2603,長榮,"68,842,684","31,253",134.00,138.50,133.50,138.50,+,3.50,138.00,138.50
12,2834,臺企銀,"60,764,103","18,887",12.80,13.10,12.75,12.95,+,0.10,12.90,12.95
13,2891,中信金,"58,811,421","16,118",29.40,29.85,29.10,29.85,+,0.45,29.80,29.85
14,1732,毛寶,"56,052,301","28,938",49.75,51.50,47.75,47.90,-,0.15,47.90,47.95
15,2609,陽明,"51,446,320","24,186",123.50,127.00,122.50,126.50,+,2.00,126.00,126.50
16,2883,開發金,"49,620,424","12,058",19.10,19.40,19.05,19.30,+,0.10,19.30,19.35
17,00673R,期元大S&P原油反1,"47,518,709","4,348",8.54,8.61,8.50,8.57,+,0.08,8.56,8.57
18,3481,群創,"39,321,653","11,442",16.65,16.75,16.55,16.75,-,0.05,16.70,16.75
19,2887,台新金,"39,151,477","9,972",20.40,20.80,20.25,20.60,+,0.10,20.55,20.60
20,2002,中鋼,"36,343,157","11,595",38.70,39.20,38.50,39.20,+,0.25,39.15,39.20
