排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3049,和鑫,"163,133,742","43,830",17.85,18.20,17.25,18.05,+,0.20,18.05,18.10
2,2603,長榮,"124,546,591","57,057",141.00,145.00,140.50,143.50,+,4.00,143.00,143.50
3,2610,華航,"113,787,334","31,699",26.85,27.20,26.75,26.90,-,0.10,26.85,26.90
4,3041,揚智,"103,673,365","44,510",43.20,43.90,39.05,40.50,-,2.20,40.50,40.55
5,3481,群創,"102,676,668","21,307",19.55,19.65,19.35,19.40,+,0.10,19.40,19.45
6,00632R,元大台灣50反1,"98,099,005","6,201",5.16,5.17,5.13,5.13,-,0.04,5.13,5.14
7,2888,新光金,"90,392,283","11,316",10.70,10.90,10.70,10.90,+,0.25,10.85,10.90
8,2374,佳能,"90,333,442","38,081",30.55,33.05,29.85,33.05,+,3.00,33.05,0.00
9,2303,聯電,"80,111,178","27,677",64.90,65.20,64.70,64.70,+,0.40,64.70,64.80
10,2340,台亞,"79,854,402","39,499",78.10,80.00,77.00,78.80,-,0.60,78.70,78.80
11,2883,開發金,"69,523,573","14,942",16.95,17.10,16.90,17.10,+,0.20,17.05,17.10
12,2618,長榮航,"61,162,828","18,563",27.25,27.60,27.15,27.40,,0.00,27.40,27.45
13,3094,聯傑,"60,272,029","28,925",43.20,44.00,41.30,41.90,+,0.75,41.85,41.90
14,00715L,期街口布蘭特正2,"56,973,510","5,698",10.18,10.29,10.17,10.24,+,0.57,10.23,10.24
15,2609,陽明,"56,247,714","25,822",124.00,127.00,123.50,125.00,+,2.50,125.00,125.50
16,2498,宏達電,"51,816,220","27,665",86.50,86.90,83.00,83.00,-,2.60,83.00,83.10
17,2409,友達,"51,370,173","13,133",22.90,23.00,22.60,22.65,-,0.05,22.65,22.70
18,1721,三晃,"47,079,861","21,076",28.25,30.55,28.10,28.10,-,0.10,28.10,28.15
19,2323,中環,"44,747,029","10,014",9.82,9.97,9.50,9.51,+,0.04,9.51,9.52
20,6116,彩晶,"43,541,135","13,737",18.00,18.10,17.65,17.80,-,0.10,17.75,17.80
